,source,sink,reactance,limit
554,n_15692,n_30941,11.158500767939183,1137.97
555,n_15775,n_15776,4507.245396975639,1681.9
556,n_15776,n_26871,54.68881680416711,1262.02
557,n_15777,n_26871,152.48772283221547,1349.15
558,n_15782,n_31027,104.84018843136748,1316.64
559,n_16281,n_29255,305.25058478380777,1411.5
560,n_16281,n_18691,118.43655691190415,1327.13
561,n_16289,n_29240,142.75262754055066,2686.33
562,n_16289,n_18700,60.751344685451095,1270.69
563,n_16404,n_18693,75.08667630479245,1288.34
564,n_16490,n_31089,896.3031081999186,1514.03
565,n_17329,n_27939,132.23894148545853,5077.77
566,n_17632,n_18703,929.4414521593249,1517.62
567,n_17633,n_29477,125.97718931033158,1332.48
568,n_18280,n_30525,24.293946254697055,4547.45
569,n_18493,n_22818,30.869924664109753,4618.93
570,n_18688,n_30525,3345.376689415228,6266.34
571,n_18688,n_23858,50.97751942370934,4772.24
572,n_18688,n_29024,1287.4983906270115,5888.67
573,n_18689,n_22611,14.05154864014522,4388.23
574,n_18689,n_28669,37878.78787878788,7339.22
575,n_18689,n_22544,249.9648799343692,5292.66
576,n_18691,n_14194,162.3271216154795,1354.65
577,n_18692,n_28635,40.74321325018187,4703.13
578,n_18692,n_20562,73.61767177487421,4887.79
579,n_18693,n_18868,61.63005327918106,1271.88
580,n_18694,n_28706,79.45100625891192,1293.08
581,n_18696,n_18705,18.86134761197704,4473.14
582,n_18697,n_6407,1957.7018929019603,6051.53
583,n_18697,n_29980,289.0229377274069,5342.92
584,n_18698,n_28663,12.902277697142127,4363.92
585,n_18699,n_29017,201.6402222236561,5219.16
586,n_18699,n_30068,705.8154250314617,1490.67
587,n_18699,n_18709,10.4513707699135,1133.13
588,n_18704,n_22427,90.6064324768247,4954.31
589,n_18706,n_18707,143.84664336734636,1344.03
590,n_18706,n_18709,202.72638607577872,1374.39
591,n_18707,n_18710,439.159887135909,2809.01
592,n_18707,n_30524,1603.3169420897955,5973.37
593,n_18708,n_28211,112.84221093097985,1322.96
594,n_18708,n_10875,51.73843201094041,1257.48
595,n_18708,n_18709,209.0920762048617,1377.16
596,n_18710,n_6692,100.3116381662912,4987.24
597,n_18865,n_28766,450.5044298100583,5499.56
598,n_18865,n_22779,15.686277954633592,4419.78
599,n_18865,n_18866,136.1083280738807,5087.31
600,n_18866,n_18696,46.11894121057147,4741.23
601,n_18867,n_28636,182.9754181674463,1365.25
602,n_18869,n_23842,472.38976312487716,5516.57
603,n_18869,n_30522,769.2822519660931,5694.51
604,n_18990,n_18704,31.852166197340924,1218.39
605,n_19221,n_28770,233.2128167234112,5268.82
606,n_19230,n_25052,2074.4563887033405,6074.39
607,n_19358,n_22602,310.3882926502225,1413.04
608,n_19358,n_29661,167.03807582827082,1357.18
609,n_19634,n_28669,28.743281365768055,9193.96
610,n_19634,n_28668,426.492703136342,5479.99
611,n_20153,n_30301,1702.5507615509557,1578.61
612,n_20311,n_23859,231.05883635997304,5265.63
613,n_20562,n_23861,367.54814513153076,5427.18
614,n_20562,n_20896,242.581082120246,5282.34
615,n_20880,n_20881,534.1486578446675,1463.87
616,n_20881,n_30304,788.573879909661,1501.46
617,n_20895,n_29873,91.7885672382922,4958.5
618,n_20896,n_23861,709.5177549723005,5664.61
619,n_20896,n_1514,44843.04932735426,7420.94
620,n_21118,n_21135,1553.58147136594,1569.23
621,n_21284,n_28664,53.65740402152585,4788.19
622,n_22426,n_22521,62.012246550522285,4833.51
623,n_22426,n_22427,2636.046352239058,6169.88
624,n_22537,n_30518,750.6171949885793,1496.65
625,n_22539,n_22540,1178.6615119869875,5854.9
626,n_22540,n_6665,542.6077293385829,5566.57
627,n_22541,n_22542,69.22745483323936,4868.27
628,n_22542,n_22543,247.78689137964273,5289.65
629,n_22548,n_6691,347.55155145274813,5407.45
630,n_22548,n_22818,98.56492427207587,4981.54
631,n_22591,n_6897,70.44045784325266,4873.78
632,n_22592,n_6895,101.3047545866994,4990.44
633,n_22611,n_30413,7641.57936162246,6612.53
634,n_22612,n_28662,2180.0028340036843,6094.05
635,n_22612,n_23778,15.669836298473777,4419.48
636,n_22813,n_28767,232.26780477891006,5267.42
637,n_22815,n_22816,111.75059769807177,5022.42
638,n_23582,n_28946,1183.4837738457186,1541.68
639,n_23582,n_23583,207.7219384278939,5229.26
640,n_23584,n_9453,246.68741965699104,5288.12
641,n_23585,n_23586,415.9410228904823,5471.06
642,n_23596,n_28951,565.3240409136314,5581.45
643,n_23598,n_28945,41.76456280187426,5805.37
644,n_23598,n_23599,1729.260118765585,6002.84
645,n_23600,n_6661,46.66527604144063,4744.86
646,n_23767,n_9823,217.08733488608667,5244.3
647,n_23767,n_28991,21598.272138228946,7075.61
648,n_23771,n_23772,15.338542650090938,4413.34
649,n_23771,n_28993,40.48465311818062,4701.18
650,n_23772,n_28994,227.81155337180465,5260.78
651,n_23773,n_9836,56.81150001107824,4806.03
652,n_23775,n_9846,53.99249385551922,4790.13
653,n_23776,n_23777,40.37462320887573,4700.35
654,n_23777,n_9852,40.63707556098467,4702.33
655,n_23779,n_23780,116.47725717491168,5035.99
656,n_23779,n_28947,179.3143985696449,5179.44
657,n_23780,n_28945,25.3377798434262,4559.92
658,n_23782,n_9480,13.643915047199897,4379.83
659,n_23782,n_9484,8003.137229794078,6632.46
660,n_23783,n_9867,27.236896145415393,4581.43
661,n_23783,n_28652,40.72810612799565,4703.02
662,n_23784,n_28652,518.9039296075686,5550.4
663,n_23784,n_9863,765.011436920982,5692.45
664,n_23785,n_28652,184.02392605476996,10338.66
665,n_23785,n_9862,83.11443070147332,4926.55
666,n_23790,n_28999,208.31792648668693,5230.24
667,n_23793,n_9887,37.83628941325866,4680.52
668,n_23793,n_9886,10.01125104437371,4292.44
669,n_23842,n_10002,5625.246104517073,6481.96
670,n_23842,n_30522,370.3883410639553,5429.9
671,n_23843,n_23844,3719.2280370286344,6309.7
672,n_23843,n_23845,1977.2732215910328,6055.45
673,n_23844,n_29630,14577.25947521866,6896.3
674,n_23844,n_23845,4199.563245422476,6359.79
675,n_23845,n_30523,235.8011177916188,5272.6
676,n_23846,n_30068,353.6439293659907,5413.57
677,n_23847,n_29015,45.07323205768724,4734.15
678,n_23847,n_28670,591.0899106863145,5597.67
679,n_23848,n_28671,78.91873130563228,4909.97
680,n_23848,n_6692,21.557312778349374,4512.21
681,n_23849,n_30524,336.4384358035092,5396.02
682,n_23850,n_29020,785.056296387014,5702.04
683,n_23850,n_28673,87.15454444276043,4941.8
684,n_23854,n_30401,21.41079587996337,4510.21
685,n_23857,n_29979,63.0132825698329,4838.55
686,n_23857,n_7061,68.73432341918617,4866.0
687,n_23900,n_23901,10245.901639344262,6740.21
688,n_23900,n_23902,2992.605272371969,6221.04
689,n_23901,n_23902,4236.336754881319,6363.4
690,n_23903,n_10129,24.784678151622153,4553.38
691,n_24341,n_30087,386.6125357568269,1433.38
692,n_25970,n_30630,1205.2868703280067,1543.51
693,n_25970,n_14783,769.8507952173788,1499.12
694,n_26292,n_2106,5357.649920438898,1700.93
695,n_26569,n_31089,191.44387545197506,1369.28
696,n_26569,n_26570,337837.8378378378,2227.89
697,n_26569,n_31224,97087.37864077669,2053.39
698,n_26570,n_31224,97087.37864077669,4063.6900000000005
699,n_26833,n_28707,548.6348319476646,1466.42
700,n_27913,n_6939,458.3384132507469,1449.35
701,n_27913,n_27914,15873.015873015873,6934.88
702,n_27914,n_27913,6001.392323018941,6509.34
703,n_27914,n_27915,401.62061952390286,5458.59
704,n_27917,n_27921,8421.478137842754,13262.43
705,n_27917,n_27922,2654.6957585925866,1624.93
706,n_27917,n_27913,311.3570278107211,5368.88
707,n_27918,n_27920,2888.645600737182,1633.89
708,n_27919,n_27920,3810.0172974785305,6319.62
709,n_27920,n_27921,7640.236541723331,6612.45
710,n_27922,n_27919,1566.9412992450477,11629.349999999999
711,n_28470,n_4473,10.38208372947039,31415.94
712,n_28470,n_30882,72.40973890713575,4882.53
713,n_28470,n_28664,80.23562314033884,4915.26
714,n_28470,n_4472,22.95483548889186,4530.7
715,n_28470,n_28471,57.88959990181924,4811.91
716,n_28471,n_28502,22.674614542323223,4527.08
717,n_28471,n_29962,168.81457896209082,1358.11
718,n_28501,n_30882,33.770373750909854,1223.03
719,n_28501,n_28664,41.63545048766355,4709.77
720,n_28502,n_28505,40.7876869151836,4703.46
721,n_28502,n_28664,35.34260270843088,4659.79
722,n_28502,n_30890,52.86239564236242,1259.24
723,n_28662,n_30518,3001.587839967343,6222.26
724,n_28662,n_9822,15.895318266076375,4423.59
725,n_28663,n_28673,74.69287410560885,9697.79
726,n_28664,n_30882,62500.0,7581.44
727,n_28664,n_29962,81.20802458719119,1294.93
728,n_28666,n_30413,29.237384346409677,4602.62
729,n_28666,n_23768,221.18060900753605,5250.68
730,n_28667,n_6682,41.11505171471763,4705.91
731,n_28669,n_22612,5.5906678693460465,4132.68
732,n_28669,n_9419,7.9439387346285875,4228.29
733,n_28670,n_28671,32.456892297353036,4634.03
734,n_28673,n_23792,156.99062781650997,5134.8
735,n_28673,n_30401,7106.764929536425,6581.37
736,n_28697,n_28470,54.89917793421969,4795.33
737,n_28697,n_6669,78.06724853309689,4906.5
738,n_28698,n_30950,28.32791934860063,4593.16
739,n_28699,n_17633,181.5365361340306,1364.55
740,n_28703,n_28702,77.50271976419332,6046.79
741,n_28704,n_9412,9.546892455001153,4279.19
742,n_28704,n_7041,36.82342299640442,4672.26
743,n_28707,n_29661,45.8104279284923,1247.55
744,n_28711,n_30943,105.58770114457069,5003.91
745,n_28711,n_1572,6.258396538601036,30397.62
746,n_28714,n_30086,32.146782724267524,4631.13
747,n_28719,n_7062,18.03343319166629,4460.08
748,n_28766,n_18866,61.03745111510541,4828.53
749,n_28770,n_28771,267.5798632238771,5316.18
750,n_28945,n_9477,90.07029085498323,4952.4
751,n_28953,n_28955,45.927367705069145,4739.94
752,n_28954,n_10002,243.09565789828733,5283.07
753,n_29001,n_9881,106.34678687540271,5006.25
754,n_29015,n_29973,9402.738077328118,1764.37
755,n_29015,n_30069,898.5000440265022,5752.36
756,n_29016,n_23792,14.96135004520123,4406.19
757,n_29016,n_29019,25.69468932910858,4564.08
758,n_29017,n_30068,307.6904142128356,5364.74
759,n_29017,n_30069,14.513740070642438,4397.48
760,n_29018,n_29019,31.315922953685284,4623.24
761,n_29018,n_28673,78.46279459052386,4908.12
762,n_29021,n_6669,34.04677904872891,4648.48
763,n_29024,n_30525,2941.920603446754,6214.13
764,n_29239,n_30640,7091.645332633625,1732.26
765,n_29239,n_13841,245.93941725146962,1391.79
766,n_29240,n_29275,187.03615034713908,1367.2
767,n_29262,n_30421,263.1977899807971,1397.95
768,n_29630,n_30523,111.7115981885741,5022.31
769,n_29630,n_30522,65.54675663177504,4850.98
770,n_29803,n_4517,33.41661421929065,4642.82
771,n_29872,n_20897,55.84085891282092,4800.64
772,n_29872,n_29874,8107.144015306289,6638.04
773,n_29873,n_29874,143.95158620252838,5105.9
774,n_29873,n_30304,278.2650508000677,5329.75
775,n_29924,n_1837,2.845842067080345,28877.46
776,n_29962,n_18703,148.3880751781473,1346.76
777,n_29970,n_30949,169.03578774987506,5159.57
778,n_29970,n_29023,63.80074567759519,4842.47
779,n_29973,n_6897,14.815528813558972,4403.38
780,n_29979,n_30069,82.23380567608977,4923.14
781,n_30212,n_27690,850.1565138141933,1508.83
782,n_30212,n_29284,255.29514032935626,1395.18
783,n_30212,n_14521,55.280088731176015,1262.91
784,n_30301,n_20153,331.01808252479407,1418.97
785,n_30401,n_29024,43.27579974435255,4721.63
786,n_30412,n_6669,20.692922370791425,4500.21
787,n_30412,n_10014,55.01129519418575,4795.96
788,n_30415,n_30416,805.0829718510789,1503.49
789,n_30421,n_18696,278.70408176062944,5330.29
790,n_30522,n_23843,136.71190372419633,5088.78
791,n_30523,n_28998,108.92948351847896,5014.07
792,n_30630,n_29240,139.16633243552494,1341.14
793,n_30640,n_29239,3842.2967713180237,1664.51
794,n_30640,n_14366,294.1163494866934,1408.09
795,n_30897,n_30898,6.8862121952545525,30587.39
796,n_30942,n_30944,435.6865636006532,5487.6
797,n_30942,n_30943,784.2146991634781,5701.64
798,n_30944,n_21135,472.594705616032,5516.73
799,n_30950,n_6940,1135.038994264648,1537.49
800,n_31027,n_28663,6.19685484333533,30378.08
801,n_31089,n_29239,3636.7206962138102,1658.57
