n_1851,n_2416,n_4517,n_6131,n_6646,n_7011,n_11856,n_14194,n_15622,n_15641,n_15661,n_15662,n_15691,n_15692,n_16289,n_29021,n_29973,n_30069,n_30415,n_30525
1.966338746,0,2.359606495,0,458.8123741,1.573070997,0,33.42775868,47.1921299,43.25945241,0,0,0,238.844613,36.31172218,33.82102643,5.767926988,0,78.65354984,124.0104302
1.296076805,0,1.555292165,0,302.4179211,1.036861444,0,22.03330568,31.10584331,28.5136897,0,0,0,157.4301292,23.93421832,22.29252104,3.801825293,0,51.84307218,81.73924381
1.175180751,0,1.410216902,0,274.208842,0.940144601,0,19.97807277,28.20433803,25.85397653,0,0,0,142.7452886,21.70167121,20.21310892,3.447196871,0,47.00723006,74.11473272
0.608036032,0,0.729643238,0,141.8750741,0.486428825,0,10.33661254,14.59286476,13.3767927,0,0,0,73.85610999,11.22839872,10.45821975,1.78357236,0,24.32144127,38.34680574
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27442371,0,0.487376509,0,0,0.004390779,0,0,0,0,0,0.230515917,0,0,0,0,0.003293085,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.82849354,0.27442371,0.994192248,0.487376509,193.3151594,0.662794832,0.004390779,14.08439019,19.88384497,18.22685789,0,0,0.230515917,100.6343487,15.29951405,14.25008889,2.430247718,0.003293085,33.13974161,52.25032595
2.718383312,0,3.262059974,0,634.2894394,2.174706649,0,46.2125163,65.24119948,59.80443286,0,0,0,330.1929596,50.19947849,46.75619296,7.973924381,0,108.7353325,171.4393742
3.38686737,0,4.064240844,0,790.269053,2.709493896,0,57.57674529,81.28481688,74.51108214,0,0,0,411.3914899,62.54415076,58.25411876,9.934810952,0,135.4746948,213.5984355
3.479317293,0,4.175180751,0,811.8407017,2.783453834,0,59.14839398,83.50361503,76.54498044,0,0,0,422.6210739,64.25139268,59.84425744,10.20599739,0,139.1726917,219.4289439
3.420647149,0,4.104776579,0,798.1510015,2.73651772,0,58.15100154,82.09553159,75.25423729,0,0,0,415.4946071,63.16795069,58.83513097,10.03389831,0,136.825886,215.7288136
3.102406069,0,3.722887282,0,723.8947493,2.481924855,0,52.74090316,74.45774564,68.25293351,0,0,0,376.8389238,57.29109873,53.36138438,9.100391134,0,124.0962427,195.6584094
1.873888823,0,2.248666588,0,437.2407254,1.499111058,0,31.85610999,44.97333175,41.22555411,0,0,0,227.615029,34.60448027,32.23088776,5.496740548,0,74.95555292,118.1799218
0.796491644,0,0.955789973,0,185.8480503,0.637193315,0,13.54035795,19.11579945,17.52281617,0,0,0,96.74718502,14.70854569,13.69965628,2.336375489,0,31.85966576,50.23207301
0.197345028,0,0.236814033,0,46.04717317,0.157876022,0,3.354865474,4.736280668,4.341590613,0,0,0,23.97084272,3.644304848,3.394334479,0.578878748,0,7.893801114,12.44589309
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27442371,0,0.487376509,0,0,0.004390779,0,0,0,0,0,0.230515917,0,0,0,0,0.003293085,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27442371,0,0.487376509,0,0,0.004390779,0,0,0,0,0,0.230515917,0,0,0,0,0.003293085,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.499585161,0,0.599502193,0,116.5698708,0.399668128,0,8.49294773,11.99004385,10.99087353,0,0,0,60.68294418,9.225672632,8.592864762,1.465449804,0,19.98340642,31.5071708
2.147682826,0,2.577219391,0,501.1259927,1.718146261,0,36.51060804,51.54438782,47.24902216,0,0,0,260.8718739,39.66054285,36.9401446,6.299869622,0,85.90731303,135.4471969
3.545098969,0,4.254118763,0,827.1897594,2.836079175,0,60.26668247,85.08237525,77.99217731,0,0,0,430.6113547,65.46616096,60.97570226,10.39895698,0,141.8039588,223.577575
3.61977006,0.27442371,4.343724073,0.487376509,844.6130141,2.895816048,0.004390779,61.53609103,86.87448145,79.63494133,0,0,0.230515917,439.6814034,66.84508712,62.26004504,10.61799218,0.003293085,144.7908024,228.2868318
3.612658528,0,4.335190233,0,842.9536565,2.890126822,0,61.41519497,86.70380467,79.47848761,0,0,0,438.8175892,66.71376082,62.13772668,10.59713168,0,144.5063411,227.8383312
3.598435463,0,4.318122555,0,839.6349413,2.87874837,0,61.17340287,86.36245111,79.16558018,0,0,0,437.0899609,66.45110821,61.89308996,10.55541069,0,143.9374185,226.9413299
3.145075264,0,3.774090316,0,733.8508949,2.516060211,0,53.46627948,75.48180633,69.1916558,0,0,0,382.0218087,58.07905654,54.09529454,9.225554107,0,125.8030105,198.3494133
1.463197819,0,1.755837383,0,341.4128245,1.170558255,0,24.87436293,35.11674766,32.19035202,0,0,0,177.7297617,27.02038639,25.16700249,4.292046936,0,58.52791277,92.27900913
0.744933033,0,0.89391964,0,173.8177077,0.595946426,0,12.66386156,17.87839279,16.38852673,0,0,0,90.48453242,13.75643001,12.81284817,2.185136897,0,29.79732132,46.98044329
0.716486903,0,0.859784284,0,167.1802773,0.573189522,0,12.18027735,17.19568567,15.76271186,0,0,0,87.02927581,13.23112481,12.32357473,2.101694915,0,28.65947612,45.18644068
0.734265734,0,0.881118881,0,171.3286713,0.587412587,0,12.48251748,17.62237762,16.15384615,0,0,0,89.18881119,13.55944056,12.62937063,2.153846154,0,29.37062937,46.30769231
0.721820552,0,0.866184663,0,168.4247955,0.577456442,0,12.27094939,17.32369326,15.88005215,0,0,0,87.67713643,13.32961953,12.4153135,2.117340287,0,28.87282209,45.52281617
0.664928292,0.27442371,0.79791395,0.487376509,155.1499348,0.531942634,0.004390779,11.30378096,15.95827901,14.62842243,0,0,0.230515917,80.76662321,12.27900913,11.43676662,1.950456323,0.003293085,26.59713168,41.93481095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.327130497,0,0.392556596,0,76.33044921,0.261704397,0,5.561218443,7.851131919,7.196870926,0,0,0,39.73545098,6.041009838,5.626644542,0.95958279,0,13.08521986,20.63102999
1.72454664,0.27442371,2.069455968,0.487376509,402.394216,1.379637312,0.004390779,29.31729288,41.38911936,37.94002608,0,0,0.230515917,209.4749319,31.84662795,29.6622022,5.058670143,0.003293085,68.98186559,108.7614081
2.693492948,0,3.232191537,0,628.4816878,2.154794358,0,45.78938011,64.64383075,59.25684485,0,0,0,327.16961,49.73983643,46.3280787,7.900912647,0,107.7397179,169.8696219
3.281972265,0,3.938366718,0,765.7935285,2.625577812,0,55.79352851,78.76733436,72.20338983,0,0,0,398.6502311,60.60708783,56.44992296,9.627118644,0,131.2788906,206.9830508
3.553988384,0,4.264786061,0,829.2639564,2.843190708,0,60.41780254,85.29572123,78.18774446,0,0,0,431.6911225,65.63031883,61.12860021,10.42503259,0,142.1595354,224.1382008
3.518430722,0,4.222116866,0,820.9671684,2.814744577,0,59.81332227,84.44233732,77.40547588,0,0,0,427.3720517,64.97368733,60.51700842,10.32073012,0,140.7372289,221.8956975
2.84816878,0,3.417802536,0,664.5727154,2.278535024,0,48.41886927,68.35605073,62.65971317,0,0,0,345.9575678,52.59618348,48.98850302,8.354628422,0,113.9267512,179.6245111
1.374303662,0,1.649164395,0,320.6708546,1.09944293,0,23.36316226,32.9832879,30.23468057,0,0,0,166.9320849,25.37880763,23.63802299,4.031290743,0,54.9721465,86.67275098
0.433803485,0,0.520564182,0,101.2208131,0.347042788,0,7.374659239,10.41128363,9.543676662,0,0,0,52.69266327,8.01090435,7.461419936,1.272490222,0,17.35213939,27.35853977
0.368021809,0,0.44162617,0,85.87175536,0.294417447,0,6.256370748,8.832523409,8.096479791,0,0,0,44.70238236,6.796136067,6.32997511,1.079530639,0,14.72087235,23.20990874
0.314685315,0,0.377622378,0,73.42657343,0.251748252,0,5.34965035,7.552447552,6.923076923,0,0,0,38.22377623,5.811188811,5.412587413,0.923076923,0,12.58741259,19.84615385
0,0.27442371,0,0.487376509,0,0,0.004390779,0,0,0,0,0,0.230515917,0,0,0,0,0.003293085,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.650705227,0,0.780846272,0,151.8312196,0.520564182,0,11.06198886,15.61692545,14.31551499,0,0,0,79.03899491,12.01635652,11.1921299,1.908735332,0,26.02820908,41.03780965
1.416972858,0.27442371,1.700367429,0.487376509,330.6270001,1.133578286,0.004390779,24.08853858,34.00734858,31.17340287,0,0,0.230515917,172.1149698,26.16676544,24.37193315,4.156453716,0.003293085,56.67891431,89.36375489
2.359250919,0,2.831101102,0,550.491881,1.887400735,0,40.10726562,56.62202205,51.90352021,0,0,0,286.5703449,43.5675003,40.5791158,6.920469361,0,94.37003674,148.7900913
3.004622496,0,3.605546995,0,701.0785824,2.403697997,0,51.07858243,72.11093991,66.10169492,0,0,0,364.9614792,55.4853621,51.67950693,8.813559322,0,120.1848998,189.4915254
3.214412706,0,3.857295247,0,750.0296314,2.571530165,0,54.645016,77.14590494,70.71707953,0,0,0,390.4439967,59.35948797,55.28789854,9.428943937,0,128.5765082,202.7222947
3.194855991,0,3.83382719,0,745.466398,2.555884793,0,54.31255185,76.6765438,70.28683181,0,0,0,388.0685078,58.99834064,54.95152305,9.371577575,0,127.7942397,201.4889179
3.089960887,0.27442371,3.707953064,0.487376509,720.9908735,2.471968709,0.004390779,52.52933507,74.15906128,67.9791395,0,0,0.230515917,375.3272491,57.06127771,53.14732725,9.063885267,0.003293085,123.5984355,194.8735332
1.354746948,0,1.625696338,0,316.1076212,1.083797558,0,23.03069812,32.51392675,29.80443286,0,0,0,164.5565959,25.01766031,23.30164751,3.973924381,0,54.18987792,85.43937419
0.113784521,0,0.136541425,0,26.54972146,0.091027616,0,1.93433685,2.730828494,2.503259452,0,0,0,13.82102643,2.101220813,1.957093754,0.333767927,0,4.551380823,7.17601043
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27442371,0,0.487376509,0,0,0.004390779,0,0,0,0,0,0.230515917,0,0,0,0,0.003293085,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27442371,0,0.487376509,0,0,0.004390779,0,0,0,0,0,0.230515917,0,0,0,0,0.003293085,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.757378215,0.27442371,0.908853858,0.487376509,176.7215835,0.605902572,0.004390779,12.87542966,18.17707716,16.66232073,0,0,0.230515917,91.99620718,13.98625104,13.0269053,2.221642764,0.003293085,30.2951286,47.76531943
2.435699893,0,2.922839872,0,568.3299751,1.948559915,0,41.40689819,58.45679744,53.58539765,0,0,0,295.8563471,44.97925803,41.89403817,7.144719687,0,97.42799573,153.6114733
3.600213346,0,4.320256015,0,840.0497807,2.880170677,0,61.20362688,86.4051203,79.20469361,0,0,0,437.3059144,66.48393979,61.92366955,10.56062581,0,144.0085338,227.053455
3.580656632,0,4.296787958,0,835.4865474,2.864525305,0,60.87116274,85.93575916,78.77444589,0,0,0,434.9304255,66.12279246,61.58729406,10.50325945,0,143.2262653,225.8200782
3.630437359,0,4.356524831,0,847.1020505,2.904349887,0,61.71743511,87.13049662,79.8696219,0,0,0,440.9771246,67.04207657,62.44352258,10.64928292,0,145.2174944,228.9595828
3.571767216,0.27442371,4.286120659,0.487376509,833.4123504,2.857413773,0.004390779,60.72004267,85.72241318,78.57887875,0,0,0.230515917,433.8506578,65.95863459,61.43439611,10.47718383,0.003293085,142.8706886,225.2594524
3.62510371,0,4.350124452,0,845.8575323,2.900082968,0,61.62676307,87.00248904,79.75228162,0,0,0,440.329264,66.94358184,62.35178381,10.63363755,0,145.0041484,228.6232073
3.089960887,0,3.707953064,0,720.9908735,2.471968709,0,52.52933507,74.15906128,67.9791395,0,0,0,375.3272491,57.06127771,53.14732725,9.063885267,0,123.5984355,194.8735332
3.241080953,0,3.889297144,0,756.2522224,2.592864762,0,55.0983762,77.78594287,71.30378096,0,0,0,393.6832997,59.8519616,55.74659239,9.507170795,0,129.6432381,204.4041721
3.050847458,0,3.661016949,0,711.8644068,2.440677966,0,51.86440678,73.22033898,67.11864407,0,0,0,370.5762712,56.33898305,52.47457627,8.949152542,0,122.0338983,192.4067797
2.129903994,0.27442371,2.555884793,0.487376509,496.9775987,1.703923195,0.004390779,36.2083679,51.11769586,46.85788787,0,0,0.230515917,258.7123385,39.33222709,36.6343487,6.247718383,0.003293085,85.19615977,134.3259452
0.972502074,0,1.167002489,0,226.9171506,0.778001659,0,16.53253526,23.34004978,21.39504563,0,0,0,118.1265853,17.95887164,16.72703568,2.852672751,0,38.90008297,61.33246415
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27442371,0,0.487376509,0,0,0.004390779,0,0,0,0,0,0.230515917,0,0,0,0,0.003293085,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27442371,0,0.487376509,0,0,0.004390779,0,0,0,0,0,0.230515917,0,0,0,0,0.003293085,0,0
0.984947256,0,1.181936707,0,229.8210264,0.787957805,0,16.74410335,23.63873415,21.66883963,0,0,0,119.63826,18.18869266,16.94109281,2.889178618,0,39.39789025,62.11734029
2.876614911,0,3.451937893,0,671.2101458,2.301291928,0,48.90245348,69.03875785,63.28552803,0,0,0,349.4128245,53.12148868,49.47777646,8.438070404,0,115.0645964,181.4185137
3.59665758,0,4.315989096,0,839.2201019,2.877326064,0,61.14317886,86.31978191,79.12646675,0,0,0,436.8740073,66.41827664,61.86251037,10.55019557,0,143.8663032,226.8292047
3.65354984,0,4.384259808,0,852.4949627,2.922839872,0,62.11034728,87.68519616,80.37809648,0,0,0,443.7845206,67.46888705,62.84105725,10.71707953,0,146.1419936,230.4172099
3.605546995,0.27442371,4.326656394,0.487376509,841.2942989,2.884437596,0.004390779,61.29429892,86.53312789,79.3220339,0,0,0.230515917,437.9537751,66.58243451,62.01540832,10.57627119,0.003293085,144.2218798,227.3898305
3.642882541,0,4.371459049,0,850.0059263,2.914306033,0,61.9290032,87.42918099,80.14341591,0,0,0,442.4887994,67.27189759,62.65757971,10.68578879,0,145.7153016,229.7444589
3.594879697,0,4.313855636,0,838.8052625,2.875903757,0,61.11295484,86.27711272,79.08735332,0,0,0,436.6580538,66.38544506,61.83193078,10.54498044,0,143.7951879,226.7170795
3.578878748,0,4.294654498,0,835.071708,2.863102999,0,60.84093872,85.89308996,78.73533246,0,0,0,434.714472,66.08996089,61.55671447,10.49804433,0,143.1551499,225.7079531
3.418869266,0,4.10264312,0,797.7361621,2.735095413,0,58.12077753,82.05286239,75.21512386,0,0,0,415.2786535,63.13511912,58.80455138,10.02868318,0,136.7547707,215.6166884
3.406424084,0,4.087708901,0,794.8322864,2.725139268,0,57.90920943,81.75417803,74.94132986,0,0,0,413.7669788,62.90529809,58.59049425,9.992177314,0,136.2569634,214.8318123
2.803721702,0,3.364466042,0,654.2017305,2.242977362,0,47.66326893,67.28932085,61.68187744,0,0,0,340.5587294,51.7753941,48.22401327,8.224250326,0,112.1488681,176.821382
1.607206353,0,1.928647624,0,375.0148157,1.285765082,0,27.322508,38.57295247,35.35853977,0,0,0,195.2219983,29.67974398,27.64394927,4.714471969,0,64.28825412,101.3611473
0.416024653,0,0.499229584,0,97.07241911,0.332819723,0,7.072419106,9.98459168,9.152542373,0,0,0,50.53312788,7.682588598,7.155624037,1.220338983,0,16.64098613,26.23728814
0,0.27442371,0,0.487376509,0,0,0.004390779,0,0,0,0,0,0.230515917,0,0,0,0,0.003293085,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.639208249,0.27442371,1.967049899,0.487376509,382.4819249,1.3113666,0.004390779,27.86654024,39.34099799,36.06258149,0,0,0.230515917,199.1091621,30.27071234,28.19438189,4.808344198,0.003293085,65.56832998,103.3794003
3.392201019,0,4.070641223,0,791.5135712,2.713760815,0,57.66741733,81.41282446,74.62842243,0,0,0,412.0393505,62.64264549,58.34585753,9.950456323,0,135.6880408,213.934811
3.578878748,0,4.294654498,0,835.071708,2.863102999,0,60.84093872,85.89308996,78.73533246,0,0,0,434.714472,66.08996089,61.55671447,10.49804433,0,143.1551499,225.7079531
3.575322982,0,4.290387579,0,834.2420292,2.860258386,0,60.7804907,85.80775157,78.65710561,0,0,0,434.2825649,66.02429774,61.49555529,10.48761408,0,143.0129193,225.4837027
3.523764371,0,4.228517245,0,822.2116866,2.819011497,0,59.90399431,84.57034491,77.52281617,0,0,0,428.0199123,65.07218206,60.60874719,10.33637549,0,140.9505748,222.232073
3.585990281,0.27442371,4.303188337,0.487376509,836.7310655,2.868792225,0.004390779,60.96183478,86.06376674,78.89178618,0,0,0.230515917,435.5782862,66.22128719,61.67903283,10.51890482,0.003293085,143.4396112,226.1564537
3.532653787,0,4.239184544,0,824.2858836,2.82612303,0,60.05511438,84.78369089,77.71838331,0,0,0,429.09968,65.23633993,60.76164513,10.36245111,0,141.3061515,222.7926988
3.569989333,0,4.283987199,0,832.997511,2.855991466,0,60.68981866,85.67974398,78.53976532,0,0,0,433.6347043,65.92580301,61.40381652,10.47196871,0,142.7995733,225.1473272
3.518430722,0,4.222116866,0,820.9671684,2.814744577,0,59.81332227,84.44233732,77.40547588,0,0,0,427.3720517,64.97368733,60.51700842,10.32073012,0,140.7372289,221.8956975
3.50598554,0,4.207182648,0,818.0632926,2.804788432,0,59.60175418,84.14365296,77.13168188,0,0,0,425.8603769,64.7438663,60.30295129,10.28422425,0,140.2394216,221.1108214
3.349531824,0,4.019438189,0,781.5574256,2.679625459,0,56.94204101,80.38876378,73.68970013,0,0,0,406.8564656,61.85468769,57.61194737,9.825293351,0,133.981273,211.243807
2.590375726,0,3.108450871,0,604.4210027,2.072300581,0,44.03638734,62.16901742,56.98826597,0,0,0,314.6443049,47.83560507,44.55446249,7.598435463,0,103.615029,163.3663625
0.95294536,0,1.143534432,0,222.3539173,0.762356288,0,16.20007112,22.87068863,20.96479791,0,0,0,115.7510964,17.59772431,16.39066019,2.795306389,0,38.11781439,60.09908735
0.017778831,0,0.021334598,0,4.148393979,0.014223065,0,0.302240133,0.426691952,0.391134289,0,0,0,2.15953538,0.328315752,0.305795899,0.052151239,0,0.711153254,1.12125163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27442371,0,0.487376509,0,0,0.004390779,0,0,0,0,0,0.230515917,0,0,0,0,0.003293085,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.092449923,0,0.110939908,0,21.57164869,0.073959938,0,1.57164869,2.218798151,2.033898305,0,0,0,11.22958398,1.707241911,1.590138675,0.271186441,0,3.697996918,5.830508475
1.454308403,0,1.745170084,0,339.3386275,1.163446723,0,24.72324286,34.90340168,31.99478488,0,0,0,176.6499941,26.85622852,25.01410454,4.265971317,0,58.17233614,91.71838331
2.43392201,0,2.920706412,0,567.9151357,1.947137608,0,41.37667417,58.41412824,53.54628422,0,0,0,295.6403935,44.94642645,41.86345858,7.139504563,0,97.35688041,153.4993481
3.385089487,0,4.062107384,0,789.8542136,2.708071589,0,57.54652128,81.24214768,74.47196871,0,0,0,411.1755363,62.51131919,58.22353917,9.929595828,0,135.4035795,213.4863103
3.502429774,0,4.202915728,0,817.2336138,2.801943819,0,59.54130615,84.05831457,77.05345502,0,0,0,425.4284698,64.67820315,60.24179211,10.273794,0,140.0971909,220.8865711
3.521986488,0,4.226383786,0,821.7968472,2.81758919,0,59.8737703,84.52767571,77.48370274,0,0,0,427.8039587,65.03935048,60.5781676,10.33116037,0,140.8794595,222.1199478
3.502429774,0,4.202915728,0,817.2336138,2.801943819,0,59.54130615,84.05831457,77.05345502,0,0,0,425.4284698,64.67820315,60.24179211,10.273794,0,140.0971909,220.8865711
3.527320137,0,4.232784165,0,823.0413654,2.82185611,0,59.96444234,84.6556833,77.60104302,0,0,0,428.4518194,65.13784521,60.66990636,10.34680574,0,141.0928055,222.4563233
3.125518549,0,3.750622259,0,729.2876615,2.500414839,0,53.13381534,75.01244518,68.76140808,0,0,0,379.6463198,57.71790921,53.75891905,9.168187744,0,125.020742,197.1160365
1.897001304,0,2.276401565,0,442.6336375,1.517601043,0,32.24902216,45.52803129,41.73402868,0,0,0,230.422425,35.03129074,32.62842243,5.564537158,0,75.88005215,119.6375489
0.549365888,0,0.659239066,0,128.1853739,0.439492711,0,9.339220102,13.18478132,12.08604954,0,0,0,66.72964323,10.14495674,9.44909328,1.611473272,0,21.97463553,34.64667536
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.27442371,0,0.487376509,0,0,0.004390779,0,0,0,0,0,0.230515917,0,0,0,0,0.003293085,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.268460353,0,0.322152424,0,62.64074908,0.214768283,0,4.563826005,6.443048477,5.906127771,0,0,0,32.60898424,4.957567856,4.617518075,0.787483703,0,10.73841413,16.93089961
