ShearonHarris,McGuire,NewBrunswick
950.9,2431.350223,1890.244503
950.9,2432.011095,1891.81333
950.9,2432.671968,1891.81333
950.9,2433.332841,1894.166569
950.9,2432.671968,1894.166569
950.9,2432.011095,1896.519809
950.9,2432.671968,1896.519809
950.9,2432.671968,1896.519809
950.9,2432.341532,1896.519809
950.9,2432.011095,1894.950982
950.9,2432.671968,1895.735396
950.9,2432.011095,1898.088635
950.9,2431.350223,1900.441875
950.9,2432.341532,1905.932767
950.9,2429.698041,1894.950982
950.9,2432.011095,1900.441875
950.9,2431.680659,1899.657461
950.9,2430.028478,1902.010701
950.9,2432.011095,1899.657461
950.9,2428.706733,1897.304222
950.9,2429.698041,1895.735396
950.9,2427.715424,1895.735396
950.9,2428.706733,1894.166569
950.9,2427.054551,1897.304222
950.9,2428.706733,1899.657461
950.9,2429.037169,1903.579527
950.9,2429.037169,1908.286006
950.9,2429.698041,1916.130138
950.9,2429.037169,1921.62103
950.9,2430.028478,1927.896336
950.9,2429.367605,1934.171641
950.9,2430.028478,1937.309294
950.9,2430.68935,1944.369012
950.9,2433.332841,1948.291078
950.9,2433.002404,1950.644318
950.9,2433.663277,1950.644318
950.9,2433.002404,1951.428731
950.9,2434.985022,1951.428731
950.9,2435.976331,1954.566383
950.9,2434.324149,1954.566383
950.9,2434.985022,1953.78197
950.9,2434.985022,1953.78197
950.9,2433.332841,1951.428731
950.9,2434.324149,1951.428731
950.9,2433.993713,1948.291078
950.9,2433.002404,1949.859904
950.9,2434.654586,1951.428731
950.9,2432.011095,1945.937839
950.9,2434.324149,1947.506665
950.9,2434.654586,1945.153425
950.9,2433.002404,1947.506665
950.9,2434.654586,1945.153425
950.9,2433.993713,1945.153425
950.9,2434.985022,1947.506665
950.9,2435.645895,1948.291078
950.9,2434.985022,1942.800186
950.9,2435.315458,1948.291078
950.9,2434.654586,1944.369012
950.9,2435.645895,1944.369012
950.9,2435.315458,1942.800186
950.9,2434.985022,1942.015773
950.9,2434.985022,1940.446946
950.9,2436.96764,1945.937839
950.9,2435.315458,1944.369012
950.9,2435.315458,1943.584599
950.9,2436.306767,1941.23136
950.9,2435.645895,1945.153425
950.9,2435.976331,1942.015773
950.9,2434.324149,1943.584599
950.9,2435.645895,1944.369012
950.9,2433.993713,1941.23136
950.9,2425.40237,1942.015773
950.9,2423.750188,1938.87812
950.9,2422.098007,1940.446946
950.9,2425.071933,1942.015773
950.9,2432.011095,1940.446946
950.9,2433.332841,1942.800186
950.9,2433.663277,1941.23136
950.9,2432.671968,1942.800186
950.9,2434.654586,1940.446946
950.9,2432.011095,1942.800186
950.9,2429.698041,1942.015773
950.9,2430.358914,1941.23136
950.9,2429.037169,1938.87812
950.9,2429.367605,1940.446946
950.9,2430.028478,1937.309294
950.9,2430.028478,1939.662533
950.9,2429.037169,1940.446946
950.9,2429.367605,1938.87812
950.9,2429.367605,1941.23136
950.9,2428.706733,1942.015773
950.9,2428.04586,1941.23136
950.9,2428.706733,1939.662533
950.9,2427.054551,1938.093707
950.9,2426.393678,1938.87812
950.9,2429.037169,1937.309294
950.9,2430.028478,1936.524881
950.9,2432.011095,1938.093707
950.9,2433.332841,1936.524881
950.9,2432.671968,1934.956054
950.9,2433.332841,1937.309294
950.9,2433.663277,1939.662533
950.9,2433.663277,1938.093707
950.9,2432.671968,1937.309294
950.9,2433.993713,1938.093707
950.9,2433.002404,1937.309294
950.9,2433.993713,1937.309294
950.9,2432.671968,1937.309294
950.9,2433.332841,1938.093707
950.9,2433.663277,1935.740467
950.9,2433.002404,1936.524881
950.9,2422.428443,1938.87812
950.9,2381.123907,1936.524881
950.9,2377.158671,1939.662533
950.9,2392.689177,1937.309294
950.9,2419.784953,1937.309294
950.9,2429.698041,1940.446946
950.9,2431.680659,1935.740467
950.9,2433.002404,1937.309294
950.9,2433.332841,1935.740467
950.9,2431.680659,1934.956054
950.9,2431.680659,1935.740467
950.9,2433.332841,1934.956054
950.9,2432.011095,1936.524881
950.9,2432.011095,1934.171641
950.9,2433.332841,1935.740467
950.9,2432.671968,1933.387228
950.9,2432.011095,1935.740467
950.9,2432.341532,1934.956054
950.9,2432.011095,1934.171641
950.9,2432.671968,1938.87812
950.9,2433.002404,1936.524881
950.9,2431.350223,1932.602815
950.9,2433.002404,1931.818401
950.9,2433.002404,1935.740467
950.9,2432.011095,1924.758683
950.9,2433.332841,1931.818401
950.9,2432.341532,1935.740467
950.9,2432.671968,1918.483378
950.9,2433.332841,1917.698964
950.9,2431.350223,1917.698964
950.9,2432.341532,1923.97427
950.9,2433.332841,1928.680749
950.9,2433.002404,1929.465162
950.9,2432.671968,1932.602815
950.9,2432.341532,1930.249575
950.9,2432.011095,1929.465162
950.9,2432.341532,1929.465162
950.9,2432.341532,1932.602815
950.9,2432.341532,1933.387228
950.9,2431.680659,1933.387228
950.9,2434.324149,1933.387228
950.9,2432.671968,1931.818401
950.9,2433.002404,1933.387228
950.9,2432.341532,1934.171641
950.9,2432.671968,1935.740467
950.9,2433.332841,1934.171641
950.9,2433.002404,1931.818401
950.9,2431.680659,1932.602815
950.9,2432.671968,1932.602815
950.9,2433.332841,1937.309294
950.9,2432.671968,1936.524881
950.9,2433.332841,1931.033988
950.9,2432.671968,1931.818401
950.9,2433.002404,1928.680749
950.9,2433.663277,1927.111922
950.9,2431.350223,1926.327509
950.9,2432.671968,1926.327509
950.9,2432.671968,1927.896336
950.9,2431.680659,1928.680749
950.9,2431.019787,1926.327509
950.9,2431.680659,1930.249575
950.9,2430.68935,1926.327509
950.9,2432.341532,1930.249575
950.9,2432.671968,1929.465162
950.9,2432.011095,1931.033988
950.9,2432.011095,1929.465162
950.9,2432.011095,1928.680749
950.9,2432.011095,1929.465162
950.9,2431.350223,1934.171641
950.9,2432.341532,1934.171641
950.9,2431.019787,1931.818401
950.9,2431.019787,1928.680749
950.9,2432.011095,1931.818401
950.9,2431.350223,1930.249575
950.9,2432.671968,1927.896336
950.9,2433.663277,1931.818401
950.9,2431.350223,1928.680749
950.9,2432.671968,1928.680749
950.9,2433.663277,1928.680749
950.9,2431.680659,1928.680749
950.9,2433.002404,1925.543096
950.9,2432.341532,1923.97427
950.9,2432.341532,1927.111922
950.9,2432.341532,1924.758683
950.9,2431.350223,1923.97427
950.9,2432.671968,1924.758683
950.9,2431.680659,1923.189857
950.9,2432.341532,1923.189857
950.9,2431.680659,1922.405443
950.9,2433.002404,1924.758683
950.9,2431.350223,1923.189857
950.9,2433.332841,1923.189857
950.9,2432.671968,1924.758683
950.9,2432.671968,1925.543096
950.9,2432.671968,1923.189857
950.9,2433.663277,1924.758683
950.9,2432.341532,1924.758683
950.9,2432.671968,1923.97427
950.9,2433.332841,1922.405443
950.9,2433.663277,1925.543096
950.9,2431.680659,1921.62103
950.9,2432.011095,1920.836617
950.9,2431.680659,1917.698964
950.9,2432.341532,1922.405443
950.9,2433.332841,1919.267791
950.9,2431.350223,1917.698964
950.9,2432.341532,1920.836617
950.9,2432.341532,1918.483378
950.9,2431.680659,1922.405443
950.9,2431.019787,1761.600743
950.9,2432.341532,1754.541025
950.9,2433.332841,1800.036989
950.9,2432.011095,1820.431731
950.9,2432.011095,1840.042061
950.9,2432.011095,1859.65239
950.9,2433.993713,1876.90948
950.9,2431.350223,1894.166569
950.9,2432.671968,1908.286006
950.9,2433.993713,1914.561312
950.9,2433.332841,1918.483378
950.9,2432.011095,1927.111922
950.9,2432.671968,1931.818401
950.9,2432.671968,1933.387228
950.9,2432.671968,1943.584599
950.9,2432.671968,1943.584599
950.9,2433.332841,1944.369012
950.9,2432.011095,1943.584599
950.9,2431.350223,1949.075491
950.9,2432.011095,1945.937839
950.9,2431.680659,1943.584599
950.9,2431.680659,1943.584599
950.9,2430.028478,1937.309294
950.9,2432.011095,1941.23136
950.9,2430.358914,1936.524881
950.9,2432.341532,1937.309294
950.9,2431.680659,1939.662533
950.9,2432.011095,1939.662533
950.9,2430.68935,1938.093707
950.9,2433.002404,1934.956054
950.9,2431.680659,1935.740467
950.9,2431.680659,1934.171641
950.9,2432.341532,1934.956054
950.9,2431.350223,1935.740467
950.9,2432.011095,1934.171641
950.9,2432.011095,1935.740467
950.9,2430.68935,1936.524881
950.9,2431.019787,1936.524881
950.9,2431.680659,1938.87812
950.9,2432.341532,1939.662533
950.9,2432.011095,1939.662533
950.9,2431.019787,1938.87812
950.9,2432.341532,1936.524881
950.9,2431.680659,1939.662533
950.9,2429.698041,1938.093707
950.9,2431.680659,1943.584599
950.9,2431.680659,1940.446946
950.9,2431.019787,1942.015773
950.9,2431.680659,1940.446946
950.9,2431.019787,1941.23136
950.9,2431.350223,1943.584599
950.9,2431.680659,1942.015773
950.9,2431.680659,1944.369012
950.9,2433.002404,1943.584599
950.9,2432.011095,1945.153425
950.9,2432.671968,1942.800186
950.9,2432.011095,1942.800186
950.9,2432.011095,1942.800186
950.9,2431.680659,1944.369012
950.9,2431.019787,1944.369012
950.9,2432.011095,1942.015773
950.9,2430.68935,1945.153425
950.9,2432.011095,1942.015773
950.9,2431.350223,1943.584599
950.9,2430.358914,1942.015773
950.9,2430.68935,1938.87812
950.9,2429.037169,1940.446946
950.9,2428.376296,1941.23136
950.9,2429.367605,1940.446946
950.9,2429.037169,1940.446946
950.9,2425.732806,1938.87812
950.9,2429.037169,1941.23136
950.9,2428.376296,1893.382156
950.9,2427.715424,1902.795114
950.9,2429.698041,1916.130138
950.9,2428.04586,1920.052204
950.9,2426.724115,1932.602815
950.9,2429.037169,1937.309294
950.9,2428.04586,1945.937839
950.9,2428.376296,1943.584599
950.9,2428.706733,1956.13521
950.9,2429.367605,1952.997557
950.9,2429.698041,1952.213144
950.9,2429.367605,1956.13521
950.9,2430.358914,1951.428731
950.9,2430.358914,1953.78197
950.9,2431.350223,1947.506665
950.9,2430.028478,1947.506665
950.9,2431.019787,1946.722252
950.9,2429.698041,1945.937839
950.9,2430.68935,1949.859904
950.9,2433.002404,1947.506665
950.9,2432.011095,1947.506665
950.9,2432.671968,1948.291078
950.9,2432.341532,1949.859904
950.9,2432.011095,1945.937839
950.9,2431.350223,1945.937839
950.9,2432.011095,1950.644318
950.9,2432.011095,1947.506665
950.9,2432.011095,1946.722252
950.9,2430.68935,1948.291078
950.9,2432.341532,1945.937839
950.9,2432.341532,1945.153425
950.9,2430.68935,1944.369012
950.9,2433.663277,1944.369012
950.9,2431.019787,1945.153425
950.9,2432.671968,1942.015773
950.9,2431.680659,1943.584599
950.9,2433.663277,1940.446946
950.9,2431.350223,1942.015773
950.9,2433.002404,1934.956054
950.9,2431.019787,1930.249575
950.9,2432.671968,1927.896336
950.9,2431.350223,1922.405443
950.9,2433.002404,1920.836617
950.9,2432.011095,1920.052204
950.9,2431.019787,1919.267791
950.9,2433.002404,1920.052204
950.9,2430.358914,1923.189857
950.9,2432.341532,1927.111922
950.9,2429.698041,1928.680749
950.9,2433.002404,1925.543096
950.9,2429.698041,1927.111922
950.9,2432.341532,1928.680749
950.9,2432.341532,1926.327509
950.9,2431.019787,1923.97427
950.9,2432.011095,1922.405443
950.9,2432.011095,1920.836617
950.9,2431.350223,1917.698964
950.9,2431.350223,1918.483378
950.9,2432.011095,1922.405443
950.9,2431.019787,1920.052204
950.9,2433.332841,1920.052204
950.9,2430.68935,1919.267791
950.9,2433.663277,1918.483378
950.9,2431.350223,1920.052204
950.9,2432.011095,1922.405443
950.9,2431.350223,1924.758683
950.9,2432.011095,1927.111922
950.9,2431.350223,1926.327509
950.9,2433.002404,1925.543096
950.9,2430.68935,1929.465162
950.9,2431.680659,1929.465162
950.9,2431.680659,1931.818401
950.9,2430.028478,1935.740467
950.9,2432.011095,1933.387228
950.9,2432.671968,1936.524881
950.9,2431.680659,1935.740467
950.9,2431.350223,1935.740467
950.9,2431.680659,1938.87812
950.9,2432.011095,1935.740467
950.9,2431.350223,1936.524881
950.9,2430.68935,1938.093707
950.9,2432.341532,1936.524881
950.9,2431.350223,1938.093707
950.9,2430.68935,1936.524881
950.9,2430.68935,1936.524881
950.9,2430.68935,1937.309294
950.9,2430.68935,1936.524881
950.9,2429.698041,1937.309294
950.9,2427.715424,1934.956054
950.9,2427.384987,1934.171641
950.9,2427.715424,1930.249575
950.9,2423.419752,1934.171641
950.9,2422.758879,1933.387228
950.9,2423.419752,1934.956054
950.9,2423.419752,1933.387228
950.9,2425.071933,1933.387228
950.9,2422.758879,1934.956054
950.9,2423.750188,1933.387228
950.9,2422.428443,1934.956054
950.9,2422.758879,1936.524881
950.9,2421.437134,1934.956054
950.9,2422.428443,1935.740467
950.9,2422.098007,1933.387228
950.9,2422.428443,1933.387228
950.9,2423.750188,1934.956054
950.9,2422.758879,1932.602815
950.9,2423.750188,1934.956054
950.9,2423.750188,1934.171641
950.9,2424.741497,1937.309294
950.9,2424.741497,1938.87812
950.9,2425.071933,1931.818401
950.9,2426.724115,1933.387228
950.9,2422.428443,1931.033988
950.9,2422.098007,1937.309294
950.9,2422.098007,1927.896336
950.9,2423.750188,1931.033988
950.9,2424.741497,1931.033988
950.9,2423.419752,1929.465162
950.9,2424.741497,1928.680749
950.9,2426.393678,1929.465162
950.9,2428.376296,1932.602815
950.9,2395.002231,1929.465162
950.9,2358.323803,1931.033988
950.9,2319.993193,1931.033988
950.9,2281.662583,1934.956054
950.9,2213.262271,1931.033988
950.9,2200.705692,1930.249575
950.9,2200.705692,1932.602815
950.9,2200.04482,1931.033988
950.9,2200.375256,1930.249575
950.9,2200.04482,1930.249575
950.9,2199.053511,1934.171641
950.9,2199.383947,1932.602815
950.9,2200.04482,1931.818401
950.9,2198.392638,1934.956054
950.9,2200.04482,1929.465162
950.9,2208.636163,1930.249575
950.9,2240.688483,1927.111922
950.9,2272.079931,1931.033988
950.9,2306.775741,1925.543096
950.9,2333.210645,1927.111922
950.9,2355.349876,1926.327509
950.9,2385.750015,1925.543096
950.9,2411.193609,1927.896336
950.9,2427.715424,1926.327509
950.9,2431.019787,1927.896336
950.9,2431.680659,1927.111922
950.9,2431.019787,1931.033988
950.9,2430.68935,1927.111922
950.9,2430.68935,1927.896336
950.9,2430.68935,1927.111922
950.9,2433.002404,1927.111922
950.9,2431.019787,1929.465162
950.9,2431.019787,1927.896336
950.9,2432.011095,1930.249575
950.9,2430.358914,1928.680749
950.9,2432.671968,1927.896336
950.9,2430.68935,1922.405443
950.9,2431.680659,1923.189857
950.9,2431.019787,1918.483378
950.9,2431.019787,1921.62103
950.9,2429.367605,1919.267791
950.9,2429.698041,1919.267791
950.9,2429.367605,1919.267791
950.9,2430.68935,1918.483378
950.9,2430.358914,1917.698964
950.9,2431.680659,1918.483378
950.9,2429.037169,1917.698964
950.9,2431.019787,1916.914551
950.9,2430.68935,1919.267791
950.9,2430.358914,1916.914551
950.9,2430.68935,1918.483378
950.9,2430.028478,1920.052204
950.9,2431.019787,1917.698964
950.9,2430.028478,1918.483378
950.9,2432.671968,1917.698964
950.9,2429.698041,1916.914551
950.9,2431.350223,1916.914551
950.9,2431.680659,1916.914551
950.9,2432.011095,1916.914551
950.9,2433.332841,1912.992485
950.9,2430.028478,1915.345725
950.9,2431.019787,1915.345725
950.9,2431.680659,1912.992485
950.9,2430.028478,1912.208072
950.9,2431.350223,1909.854833
950.9,2428.04586,1909.07042
950.9,2432.341532,1909.854833
950.9,2431.019787,1912.208072
950.9,2430.68935,1914.561312
950.9,2431.019787,1912.992485
950.9,2431.350223,1914.561312
950.9,2429.367605,1914.561312
950.9,2432.671968,1916.914551
950.9,2430.68935,1916.914551
950.9,2431.680659,1916.130138
950.9,2431.019787,1916.130138
950.9,2432.011095,1920.052204
950.9,2431.019787,1920.836617
950.9,2431.680659,1922.405443
950.9,2430.68935,1919.267791
950.9,2431.680659,1922.405443
950.9,2431.019787,1919.267791
950.9,2431.680659,1920.836617
950.9,2431.680659,1920.836617
950.9,2430.358914,1919.267791
950.9,2430.68935,1924.758683
950.9,2430.68935,1917.698964
950.9,2431.680659,1916.914551
950.9,2430.68935,1916.914551
950.9,2431.019787,1915.345725
950.9,2430.028478,1916.130138
950.9,2430.358914,1916.914551
950.9,2432.011095,1912.208072
950.9,2429.367605,1916.130138
950.9,2430.358914,1918.483378
950.9,2428.04586,1916.914551
950.9,2430.028478,1919.267791
950.9,2429.698041,1923.97427
950.9,2430.028478,1923.189857
950.9,2430.028478,1918.483378
950.9,2430.68935,1919.267791
950.9,2429.367605,1918.483378
950.9,2431.019787,1920.052204
950.9,2428.706733,1923.189857
950.9,2428.376296,1916.914551
950.9,2430.358914,1919.267791
950.9,2429.367605,1918.483378
950.9,2429.037169,1916.914551
950.9,2429.037169,1916.914551
950.9,2428.376296,1919.267791
950.9,2426.063242,1916.914551
950.9,2427.384987,1916.914551
950.9,2426.724115,1917.698964
950.9,2428.04586,1913.776899
950.9,2427.715424,1915.345725
950.9,2428.04586,1913.776899
950.9,2428.376296,1913.776899
950.9,2427.715424,1913.776899
950.9,2429.037169,1910.639246
950.9,2429.367605,1911.423659
950.9,2430.028478,1912.208072
950.9,2429.367605,1912.208072
950.9,2430.68935,1912.208072
950.9,2428.706733,1912.208072
950.9,2426.063242,1910.639246
950.9,2426.393678,1910.639246
950.9,2422.098007,1911.423659
950.9,2424.080624,1910.639246
950.9,2422.758879,1913.776899
950.9,2422.758879,1912.208072
950.9,2423.750188,1911.423659
950.9,2420.445825,1912.208072
950.9,2423.419752,1912.992485
950.9,2423.089316,1910.639246
950.9,2421.76757,1909.07042
950.9,2422.428443,1905.932767
950.9,2423.089316,1905.932767
950.9,2424.411061,1907.501593
950.9,2424.080624,1907.501593
950.9,2426.393678,1903.579527
950.9,2425.732806,1905.148354
950.9,2429.367605,1907.501593
950.9,2429.698041,1894.950982
950.9,2431.019787,1887.891264
950.9,2431.350223,1726.302151
950.9,2431.680659,1736.499522
950.9,2432.671968,1758.463091
950.9,2432.011095,1771.013702
950.9,2432.341532,1792.192857
950.9,2433.663277,1807.881121
950.9,2432.671968,1822.000558
950.9,2432.671968,1839.257647
950.9,2431.680659,1853.377084
950.9,2433.332841,1869.065348
950.9,2432.011095,1880.047132
950.9,2434.324149,1888.675677
950.9,2431.680659,1894.166569
950.9,2433.332841,1903.579527
950.9,2432.671968,1901.226288
950.9,2433.332841,1905.148354
950.9,2432.341532,1907.501593
950.9,2432.671968,1910.639246
950.9,2431.019787,1912.992485
950.9,2432.671968,1914.561312
950.9,2432.341532,1920.052204
950.9,2432.341532,1927.111922
950.9,2431.680659,1931.818401
950.9,2431.680659,1936.524881
950.9,2431.680659,1940.446946
950.9,2432.341532,1942.800186
950.9,2432.671968,1942.015773
950.9,2432.341532,1942.800186
950.9,2431.680659,1940.446946
950.9,2432.341532,1938.093707
950.9,2432.671968,1935.740467
950.9,2431.680659,1938.093707
950.9,2433.332841,1935.740467
950.9,2432.011095,1934.956054
950.9,2431.350223,1936.524881
950.9,2432.671968,1932.602815
950.9,2430.358914,1932.602815
950.9,2432.011095,1928.680749
950.9,2430.358914,1924.758683
950.9,2428.706733,1926.327509
950.9,2430.68935,1923.189857
950.9,2430.358914,1922.405443
950.9,2431.019787,1922.405443
950.9,2431.019787,1920.836617
950.9,2432.011095,1920.836617
950.9,2430.358914,1921.62103
950.9,2434.324149,1920.052204
950.9,2430.68935,1923.189857
950.9,2431.350223,1923.97427
950.9,2431.350223,1923.189857
950.9,2432.011095,1924.758683
950.9,2432.671968,1922.405443
950.9,2433.002404,1920.052204
950.9,2431.019787,1922.405443
950.9,2433.332841,1925.543096
950.9,2432.341532,1924.758683
950.9,2432.341532,1923.189857
950.9,2432.671968,1923.189857
950.9,2431.350223,1923.189857
950.9,2431.350223,1924.758683
950.9,2430.68935,1919.267791
950.9,2432.341532,1918.483378
950.9,2431.350223,1918.483378
950.9,2430.028478,1912.992485
950.9,2431.019787,1912.208072
950.9,2430.68935,1912.992485
950.9,2430.028478,1914.561312
950.9,2431.019787,1914.561312
950.9,2430.68935,1914.561312
950.9,2431.350223,1916.130138
950.9,2431.019787,1916.130138
950.9,2432.011095,1906.71718
950.9,2429.037169,1914.561312
950.9,2431.680659,1920.836617
950.9,2431.680659,1923.97427
950.9,2432.341532,1927.111922
950.9,2432.341532,1925.543096
950.9,2433.002404,1927.896336
950.9,2431.680659,1926.327509
950.9,2432.671968,1926.327509
950.9,2433.332841,1927.896336
950.9,2433.002404,1923.97427
950.9,2431.680659,1926.327509
950.9,2433.002404,1925.543096
950.9,2431.350223,1922.405443
950.9,2432.341532,1918.483378
950.9,2431.680659,1914.561312
950.9,2432.671968,1911.423659
950.9,2430.68935,1902.010701
950.9,2432.671968,1902.010701
950.9,2431.350223,1898.088635
950.9,2432.341532,1900.441875
950.9,2431.350223,1901.226288
950.9,2431.680659,1902.795114
950.9,2432.341532,1902.795114
950.9,2431.680659,1903.579527
950.9,2431.019787,1905.932767
950.9,2432.341532,1908.286006
950.9,2433.002404,1911.423659
950.9,2432.341532,1912.992485
950.9,2430.68935,1910.639246
950.9,2432.671968,1913.776899
950.9,2431.680659,1912.992485
950.9,2433.002404,1913.776899
950.9,2433.993713,1915.345725
950.9,2432.671968,1916.914551
950.9,2432.341532,1918.483378
950.9,2432.011095,1915.345725
950.9,2433.002404,1910.639246
950.9,2431.019787,1909.07042
950.9,2430.358914,1906.71718
950.9,2429.037169,1902.795114
950.9,2429.037169,1902.795114
950.9,2429.698041,1898.873048
950.9,2430.68935,1898.088635
950.9,2428.376296,1899.657461
950.9,2430.358914,1898.873048
950.9,2430.028478,1900.441875
950.9,2429.367605,1897.304222
950.9,2429.698041,1903.579527
950.9,2429.037169,1902.010701
950.9,2429.037169,1902.795114
950.9,2429.698041,1903.579527
950.9,2429.037169,1904.363941
950.9,2428.706733,1905.148354
950.9,2430.358914,1905.932767
950.9,2430.358914,1905.932767
950.9,2429.698041,1907.501593
950.9,2430.028478,1905.148354
950.9,2431.350223,1907.501593
950.9,2430.028478,1906.71718
950.9,2429.037169,1907.501593
950.9,2430.358914,1902.795114
950.9,2429.037169,1902.010701
950.9,2427.715424,1899.657461
950.9,2426.724115,1842.3953
950.9,2426.724115,1836.119995
950.9,2428.04586,1855.730324
950.9,2428.04586,1858.867977
950.9,2427.384987,1870.634174
950.9,2428.706733,1880.831545
950.9,2428.04586,1886.322438
950.9,2427.054551,1890.244503
950.9,2429.367605,1898.088635
950.9,2428.376296,1905.932767
950.9,2428.04586,1907.501593
950.9,2430.028478,1915.345725
950.9,2430.028478,1912.992485
950.9,2429.037169,1916.130138
950.9,2428.376296,1916.914551
950.9,2429.037169,1915.345725
950.9,2429.367605,1913.776899
950.9,2428.376296,1915.345725
