ShearonHarris,McGuire,NewBrunswick
950.9,2033.835366,1199.1765
950.9,2031.852748,1068.179501
950.9,2032.844057,738.7259692
950.9,2032.844057,422.6074615
950.9,2033.835366,425.7451142
950.9,2033.835366,426.5295273
950.9,2033.174493,421.0386352
950.9,2033.174493,419.4698088
950.9,2033.174493,420.254222
950.9,2033.50493,422.6074615
950.9,2033.835366,435.1580722
950.9,2034.496238,428.8827669
950.9,2034.496238,426.5295273
950.9,2034.496238,427.3139405
950.9,2035.487547,430.4515932
950.9,2035.157111,428.8827669
950.9,2035.157111,424.960701
950.9,2036.14842,426.5295273
950.9,2035.817984,428.8827669
950.9,2035.487547,427.3139405
950.9,2034.826675,425.7451142
950.9,2035.157111,427.3139405
950.9,2036.478856,420.254222
950.9,2033.174493,417.1165693
950.9,2035.157111,416.3321561
950.9,2033.835366,417.1165693
950.9,2034.826675,417.1165693
950.9,2033.835366,417.1165693
950.9,2034.496238,414.7633298
950.9,2035.157111,417.1165693
950.9,2033.174493,417.9009825
950.9,2034.165802,417.1165693
950.9,2034.165802,417.9009825
950.9,2034.165802,420.254222
950.9,2035.157111,419.4698088
950.9,2034.496238,421.0386352
950.9,2034.496238,422.6074615
950.9,2034.826675,422.6074615
950.9,2035.157111,423.3918747
950.9,2034.826675,424.1762878
950.9,2035.817984,423.3918747
950.9,2035.487547,424.960701
950.9,2036.809292,424.960701
950.9,2034.496238,424.1762878
950.9,2034.496238,423.3918747
950.9,2035.157111,418.6853956
950.9,2033.835366,414.7633298
950.9,2033.174493,413.1945035
950.9,2035.487547,413.1945035
950.9,2033.50493,411.6256771
950.9,2032.844057,409.2724376
950.9,2032.844057,410.0568508
950.9,2032.844057,409.2724376
950.9,2033.50493,410.0568508
950.9,2032.513621,410.8412639
950.9,2031.852748,418.6853956
950.9,2033.174493,414.7633298
950.9,2031.852748,417.1165693
950.9,2034.165802,414.7633298
950.9,2033.174493,416.3321561
950.9,2033.174493,421.0386352
950.9,2034.165802,420.254222
950.9,2031.852748,408.4880244
950.9,2033.835366,417.1165693
950.9,2033.174493,422.6074615
950.9,2035.487547,418.6853956
950.9,2035.157111,419.4698088
950.9,2034.165802,417.1165693
950.9,2033.835366,417.9009825
950.9,2031.191875,417.1165693
950.9,2031.522312,416.3321561
950.9,2031.852748,415.547743
950.9,2029.87013,416.3321561
950.9,2031.852748,421.0386352
950.9,2030.531003,424.1762878
950.9,2031.522312,421.0386352
950.9,2031.191875,421.0386352
950.9,2030.200567,421.8230483
950.9,2030.531003,424.1762878
950.9,2031.191875,419.4698088
950.9,2029.87013,428.0983537
950.9,2032.183184,437.5113117
950.9,2031.852748,429.66718
950.9,2032.513621,430.4515932
950.9,2030.861439,432.8048327
950.9,2031.191875,433.5892459
950.9,2032.183184,430.4515932
950.9,2030.861439,439.0801381
950.9,2032.183184,436.7268986
950.9,2032.513621,435.9424854
950.9,2031.522312,437.5113117
950.9,2032.513621,436.7268986
950.9,2030.861439,438.2957249
950.9,2030.531003,437.5113117
950.9,2028.878821,438.2957249
950.9,2029.539694,433.5892459
950.9,2028.878821,436.7268986
950.9,2027.22664,435.1580722
950.9,2028.878821,432.8048327
950.9,2028.548385,435.1580722
950.9,2028.878821,433.5892459
950.9,2027.557076,433.5892459
950.9,2029.87013,432.0204195
950.9,2029.539694,432.8048327
950.9,2028.217949,434.3736591
950.9,2028.878821,433.5892459
950.9,2029.209258,433.5892459
950.9,2028.548385,432.8048327
950.9,2029.209258,432.8048327
950.9,2029.209258,432.8048327
950.9,2028.878821,435.1580722
950.9,2030.531003,435.1580722
950.9,2029.87013,433.5892459
950.9,2028.878821,437.5113117
950.9,2029.87013,434.3736591
950.9,2029.87013,432.8048327
950.9,2028.217949,435.1580722
950.9,2028.548385,433.5892459
950.9,2028.878821,436.7268986
950.9,2031.191875,434.3736591
950.9,2031.522312,434.3736591
950.9,2031.191875,432.8048327
950.9,2032.844057,433.5892459
950.9,2031.522312,434.3736591
950.9,2031.852748,435.1580722
950.9,2031.852748,432.8048327
950.9,2034.496238,433.5892459
950.9,2032.844057,433.5892459
950.9,2032.183184,435.9424854
950.9,2034.826675,435.9424854
950.9,2034.165802,435.1580722
950.9,2034.826675,434.3736591
950.9,2035.157111,435.1580722
950.9,2034.826675,432.0204195
950.9,2034.496238,435.9424854
950.9,2036.809292,429.66718
950.9,2034.165802,434.3736591
950.9,2035.817984,436.7268986
950.9,2034.165802,439.0801381
950.9,2035.817984,432.8048327
950.9,2034.165802,431.2360064
950.9,2034.826675,430.4515932
950.9,2034.165802,427.3139405
950.9,2035.157111,425.7451142
950.9,2035.487547,424.1762878
950.9,2034.496238,422.6074615
950.9,2034.826675,422.6074615
950.9,2034.496238,420.254222
950.9,2035.157111,417.9009825
950.9,2034.165802,419.4698088
950.9,2034.496238,420.254222
950.9,2034.496238,423.3918747
950.9,2034.496238,423.3918747
950.9,2033.835366,425.7451142
950.9,2033.174493,431.2360064
950.9,2035.487547,429.66718
950.9,2034.165802,424.1762878
950.9,2035.817984,425.7451142
950.9,2033.835366,428.0983537
950.9,2036.14842,427.3139405
950.9,2034.496238,425.7451142
950.9,2035.487547,425.7451142
950.9,2035.157111,427.3139405
950.9,2036.809292,427.3139405
950.9,2034.496238,428.8827669
950.9,2035.157111,427.3139405
950.9,2034.826675,427.3139405
950.9,2035.157111,419.4698088
950.9,2034.496238,418.6853956
950.9,2033.174493,417.1165693
950.9,2034.826675,414.7633298
950.9,2035.487547,416.3321561
950.9,2033.50493,417.9009825
950.9,2034.826675,413.9789166
950.9,2034.165802,415.547743
950.9,2034.496238,418.6853956
950.9,2033.50493,418.6853956
950.9,2032.844057,418.6853956
950.9,2035.157111,423.3918747
950.9,2034.496238,419.4698088
950.9,2034.826675,421.0386352
950.9,2034.826675,421.0386352
950.9,2034.826675,424.1762878
950.9,2034.496238,420.254222
950.9,2034.826675,423.3918747
950.9,2034.165802,420.254222
950.9,2033.835366,417.9009825
950.9,2035.157111,421.0386352
950.9,2033.50493,423.3918747
950.9,2032.513621,421.0386352
950.9,2032.844057,422.6074615
950.9,2033.50493,417.9009825
950.9,2034.165802,418.6853956
950.9,2030.861439,420.254222
950.9,2032.513621,419.4698088
950.9,2032.844057,421.0386352
950.9,2031.852748,417.9009825
950.9,2031.191875,420.254222
950.9,2031.522312,418.6853956
950.9,2031.191875,421.0386352
950.9,2031.191875,421.8230483
950.9,2032.183184,422.6074615
950.9,2032.183184,421.0386352
950.9,2031.852748,419.4698088
950.9,2032.183184,422.6074615
950.9,2031.522312,421.0386352
950.9,2031.191875,421.8230483
950.9,2033.835366,422.6074615
950.9,2033.50493,422.6074615
950.9,2032.513621,422.6074615
950.9,2033.174493,424.960701
950.9,2032.844057,424.1762878
950.9,2032.183184,424.1762878
950.9,2032.183184,422.6074615
950.9,2030.531003,422.6074615
950.9,2030.200567,419.4698088
950.9,2029.87013,416.3321561
950.9,2029.539694,417.9009825
950.9,2027.557076,416.3321561
950.9,2029.209258,415.547743
950.9,2028.548385,414.7633298
950.9,2028.217949,416.3321561
950.9,2030.200567,416.3321561
950.9,2030.200567,417.9009825
950.9,2029.87013,416.3321561
950.9,2030.861439,417.9009825
950.9,2031.191875,418.6853956
950.9,2030.531003,420.254222
950.9,2029.87013,418.6853956
950.9,2030.531003,421.8230483
950.9,2030.531003,422.6074615
950.9,2031.191875,418.6853956
950.9,2031.852748,421.0386352
950.9,2030.531003,422.6074615
950.9,2029.87013,421.8230483
950.9,2030.531003,421.0386352
950.9,2029.209258,418.6853956
950.9,2030.200567,419.4698088
950.9,2030.200567,417.1165693
950.9,2030.200567,417.1165693
950.9,2029.539694,415.547743
950.9,2029.209258,415.547743
950.9,2028.878821,413.9789166
950.9,2028.548385,412.4100903
950.9,2028.548385,411.6256771
950.9,2028.548385,411.6256771
950.9,2028.217949,410.8412639
950.9,2027.887513,414.7633298
950.9,2026.896204,411.6256771
950.9,2021.609223,413.9789166
950.9,2020.617914,412.4100903
950.9,2019.626605,412.4100903
950.9,1963.782872,414.7633298
950.9,1972.04378,416.3321561
950.9,2022.600532,417.9009825
950.9,2025.244022,417.1165693
950.9,2028.548385,417.9009825
950.9,2030.200567,417.1165693
950.9,2029.209258,417.1165693
950.9,2030.200567,417.1165693
950.9,2030.200567,406.9191981
950.9,2030.200567,399.0750664
950.9,2029.87013,395.9374137
950.9,2030.531003,392.0153478
950.9,2030.200567,387.3088688
950.9,2027.887513,387.3088688
950.9,2028.878821,382.6023898
950.9,2027.557076,387.3088688
950.9,2028.217949,394.3685874
950.9,2028.217949,402.2127191
950.9,2029.87013,405.3503717
950.9,2027.557076,407.7036113
950.9,2026.896204,408.4880244
950.9,2027.557076,410.8412639
950.9,2027.557076,410.0568508
950.9,2027.557076,411.6256771
950.9,2028.878821,410.8412639
950.9,2029.209258,412.4100903
950.9,2028.548385,410.8412639
950.9,2028.878821,412.4100903
950.9,2030.200567,412.4100903
950.9,2029.209258,411.6256771
950.9,2030.200567,411.6256771
950.9,2028.878821,410.0568508
950.9,2027.22664,409.2724376
950.9,2027.557076,408.4880244
950.9,2028.548385,406.9191981
950.9,2026.565767,407.7036113
950.9,2024.913586,408.4880244
950.9,2024.252713,406.9191981
950.9,2025.574459,405.3503717
950.9,2024.252713,408.4880244
950.9,2024.913586,406.9191981
950.9,2024.913586,407.7036113
950.9,2026.235331,406.9191981
950.9,2024.252713,406.9191981
950.9,2026.235331,409.2724376
950.9,2026.235331,407.7036113
950.9,2023.591841,406.1347849
950.9,2024.58315,410.0568508
950.9,2023.922277,409.2724376
950.9,2023.922277,410.8412639
950.9,2025.574459,410.8412639
950.9,2024.252713,413.1945035
950.9,2024.252713,411.6256771
950.9,2025.244022,414.7633298
950.9,2023.922277,415.547743
950.9,2025.574459,416.3321561
950.9,2023.922277,417.1165693
950.9,2023.922277,417.1165693
950.9,2022.600532,417.9009825
950.9,2021.609223,414.7633298
950.9,2020.94835,414.7633298
950.9,2020.287478,411.6256771
950.9,2019.957042,412.4100903
950.9,2023.261405,412.4100903
950.9,2024.58315,411.6256771
950.9,2024.252713,412.4100903
950.9,2023.591841,410.8412639
950.9,2026.235331,411.6256771
950.9,2024.252713,413.9789166
950.9,2024.58315,413.9789166
950.9,2026.896204,414.7633298
950.9,2022.270096,415.547743
950.9,2023.591841,416.3321561
950.9,2023.922277,418.6853956
950.9,2023.922277,432.0204195
950.9,2022.930968,541.0538502
950.9,2024.913586,608.5133829
950.9,2024.252713,587.3342273
950.9,2023.922277,600.6692512
950.9,2024.252713,637.5366702
950.9,2023.591841,651.6561073
950.9,2021.939659,725.3909453
950.9,2023.922277,726.1753585
950.9,2022.270096,781.8686936
950.9,2021.939659,872.8606213
950.9,2022.600532,983.4628784
950.9,2022.270096,1123.872836
950.9,2020.94835,1173.290866
950.9,2022.600532,1179.566171
950.9,2023.922277,1167.799973
950.9,2022.600532,1155.249363
950.9,2021.278787,1151.327297
950.9,2022.270096,1122.30401
950.9,2023.922277,1116.813117
950.9,2023.922277,1091.711896
950.9,2025.574459,1084.652177
950.9,2024.252713,1094.065135
950.9,2025.574459,1069.748327
950.9,2025.574459,1064.257435
950.9,2025.244022,1057.197716
950.9,2025.574459,1045.431519
950.9,2026.896204,1039.156213
950.9,2028.217949,1033.665321
950.9,2028.217949,1024.252363
950.9,2028.217949,1021.899124
950.9,2026.235331,1015.623818
950.9,2028.878821,1010.917339
950.9,2029.209258,998.3667286
950.9,2027.887513,998.3667286
950.9,2028.548385,993.6602496
950.9,2027.22664,992.0914233
950.9,2028.548385,992.0914233
950.9,2028.878821,991.3070101
950.9,2028.548385,991.3070101
950.9,2027.557076,988.1693574
950.9,2028.548385,984.2472916
950.9,2027.557076,988.1693574
950.9,2027.557076,1001.504381
950.9,2026.896204,996.7979023
950.9,2025.904895,989.7381837
950.9,2026.896204,999.1511418
950.9,2025.574459,991.3070101
950.9,2027.887513,989.7381837
950.9,2027.22664,955.2240042
950.9,2027.887513,974.0499203
950.9,2028.878821,1025.82119
950.9,2027.557076,1549.024774
950.9,2027.887513,1178.781758
950.9,2025.904895,1134.85462
950.9,2027.557076,1141.914339
950.9,2024.58315,1184.27265
950.9,2024.58315,1245.456877
950.9,2022.600532,1276.048991
950.9,2022.600532,1297.228147
950.9,2024.58315,1323.113781
950.9,2023.261405,1345.861763
950.9,2024.252713,1362.33444
950.9,2022.600532,1341.155284
950.9,2024.913586,1346.646176
950.9,2022.270096,1382.729182
950.9,2024.252713,1418.027775
950.9,2023.922277,1417.243362
950.9,2023.591841,1417.243362
950.9,2023.261405,1478.427589
950.9,2023.261405,1496.469092
950.9,2023.922277,1500.391158
950.9,2022.600532,1508.235289
950.9,2022.930968,1510.588529
950.9,2022.930968,1520.001487
950.9,2022.600532,1527.061206
950.9,2022.930968,1516.863834
950.9,2022.270096,1516.863834
950.9,2019.626605,1505.097637
950.9,2020.617914,1503.52881
950.9,2018.635296,1498.822331
950.9,2017.313551,1498.822331
950.9,2018.965733,1498.822331
950.9,2017.974424,1514.510595
950.9,2019.296169,1524.707966
950.9,2015.991806,1510.588529
950.9,2019.957042,1516.863834
950.9,2017.974424,1515.295008
950.9,2017.313551,1511.372942
950.9,2018.30486,1509.804116
950.9,2016.652679,1509.804116
950.9,2015.000497,1506.666463
950.9,2015.330934,1503.52881
950.9,2016.652679,1503.52881
950.9,2015.66137,1501.175571
950.9,2017.974424,1501.175571
950.9,2015.000497,1506.666463
950.9,2015.000497,1510.588529
950.9,2015.330934,1510.588529
950.9,2014.670061,1516.863834
950.9,2013.01788,1522.354727
950.9,2014.009188,1597.658391
950.9,2013.348316,1619.62196
950.9,2002.443918,1625.112852
950.9,1969.069853,1657.273792
950.9,1965.435054,1730.224217
950.9,1988.89603,1745.128067
950.9,2006.409154,1779.642246
950.9,2011.365698,1832.197929
950.9,2011.035262,1852.592671
950.9,2013.348316,1866.712108
950.9,2011.696134,1868.280935
950.9,2011.365698,1869.849761
950.9,2013.01788,1858.867977
950.9,2013.348316,1858.083563
950.9,2012.687443,1863.574456
950.9,2012.687443,1864.358869
950.9,2013.348316,1859.65239
950.9,2014.339625,1851.023845
950.9,2014.009188,1851.808258
950.9,2013.01788,1846.317366
950.9,2012.026571,1840.826474
950.9,2011.035262,1836.904408
950.9,2012.687443,1833.766755
950.9,2010.374389,1829.844689
950.9,2012.687443,1826.707037
950.9,2011.035262,1822.000558
950.9,2009.38308,1814.156426
950.9,2008.391771,1814.156426
950.9,2009.713517,1809.449947
950.9,2008.391771,1805.527881
950.9,2007.070026,1802.390228
950.9,2008.061335,1796.114923
950.9,2007.400463,1795.33051
950.9,2007.730899,1791.408444
950.9,2008.722208,1789.839618
950.9,2008.391771,1789.839618
950.9,2008.061335,1747.481306
950.9,2009.38308,1818.862905
950.9,2008.722208,1672.962055
950.9,2010.704825,1818.078492
950.9,2012.026571,1861.221216
950.9,2014.009188,1873.771827
950.9,2014.670061,1891.028917
950.9,2013.01788,1905.932767
950.9,2014.339625,1910.639246
950.9,2015.000497,1913.776899
950.9,2016.322242,1909.07042
950.9,2016.983115,1909.07042
950.9,2016.983115,1908.286006
950.9,2016.652679,1902.795114
950.9,2017.974424,1898.873048
950.9,2017.974424,1900.441875
950.9,2016.652679,1894.166569
950.9,2017.643988,1890.244503
950.9,2015.991806,1889.46009
950.9,2015.991806,1896.519809
950.9,2015.991806,1880.047132
950.9,2017.313551,1890.244503
950.9,2016.652679,1886.322438
950.9,2015.991806,1887.106851
950.9,2017.313551,1892.597743
950.9,2017.974424,1891.028917
950.9,2016.983115,1890.244503
950.9,2019.957042,1891.81333
950.9,2019.296169,1892.597743
950.9,2019.626605,1891.81333
950.9,2018.30486,1891.028917
950.9,2018.635296,1890.244503
950.9,2020.94835,1893.382156
950.9,2019.626605,1893.382156
950.9,2018.30486,1889.46009
950.9,2019.296169,1893.382156
950.9,2018.965733,1890.244503
950.9,2019.626605,1890.244503
950.9,2018.965733,1887.891264
950.9,2018.635296,1879.262719
950.9,2018.965733,1883.184785
950.9,2016.983115,1881.615959
950.9,2018.635296,1881.615959
950.9,2017.313551,1877.693893
950.9,2015.991806,1876.90948
950.9,2016.652679,1873.771827
950.9,2015.000497,1874.55624
950.9,2016.322242,1882.400372
950.9,2015.991806,1880.831545
950.9,2015.66137,1746.696893
950.9,2048.374563,1806.312294
950.9,2075.800775,1876.90948
950.9,2103.557423,1887.891264
950.9,2117.766183,1890.244503
950.9,2118.09662,1889.46009
950.9,2119.087929,1893.382156
950.9,2146.183704,1894.166569
950.9,2179.888206,1894.950982
950.9,2180.879515,1885.538024
950.9,2184.514314,1890.244503
950.9,2184.84475,1888.675677
950.9,2183.523005,1888.675677
950.9,2182.20126,1884.753611
950.9,2182.862133,1886.322438
950.9,2181.870824,1887.891264
950.9,2183.853442,1885.538024
950.9,2183.853442,1881.615959
950.9,2181.870824,1878.478306
950.9,2178.236025,1880.831545
950.9,2178.896897,1882.400372
950.9,2179.55777,1886.322438
950.9,2174.270789,1889.46009
950.9,2170.305554,1891.81333
950.9,2173.940353,1893.382156
950.9,2174.931662,1894.950982
950.9,2172.288171,1894.950982
950.9,2173.609917,1896.519809
950.9,2175.922971,1894.950982
950.9,2175.262098,1915.345725
950.9,2175.922971,1932.602815
950.9,2176.914279,1937.309294
950.9,2178.566461,1939.662533
950.9,2177.575152,1939.662533
950.9,2176.583843,1941.23136
950.9,2177.244716,1943.584599
950.9,2173.940353,1941.23136
950.9,2174.931662,1941.23136
950.9,2173.940353,1935.740467
950.9,2176.253407,1936.524881
950.9,2177.575152,1934.171641
950.9,2173.940353,1934.171641
950.9,2173.609917,1935.740467
950.9,2176.253407,1932.602815
950.9,2174.601225,1934.956054
950.9,2173.940353,1868.280935
950.9,2177.244716,1842.3953
950.9,2175.922971,1841.610887
950.9,2173.940353,1842.3953
950.9,2173.940353,1842.3953
950.9,2173.609917,1865.143282
950.9,2172.618608,1883.969198
950.9,2173.27948,1887.891264
950.9,2174.931662,1890.244503
950.9,2174.270789,1691.787971
950.9,2174.270789,1580.401301
950.9,2172.949044,1570.988343
950.9,2175.262098,1580.401301
950.9,2172.949044,1578.832475
950.9,2172.949044,1573.341583
950.9,2169.975117,1572.557169
950.9,2170.63599,1598.442804
950.9,2171.296862,1586.676606
950.9,2169.644681,1591.383086
950.9,2171.627299,1592.951912
950.9,2173.27948,1595.305151
950.9,2170.966426,1590.598672
950.9,2175.592534,1591.383086
950.9,2174.931662,1574.910409
950.9,2172.618608,1571.772756
950.9,2176.253407,1570.988343
950.9,2174.931662,1581.185714
950.9,2173.609917,1584.323367
950.9,2173.940353,1592.167499
950.9,2177.905588,944.2422199
950.9,2177.244716,826.5802443
950.9,2178.236025,821.8737653
950.9,2180.218642,817.1672862
950.9,2182.20126,821.8737653
950.9,2181.209951,825.011418
950.9,2181.209951,827.3646575
950.9,2182.531696,818.7361126
950.9,2180.218642,817.9516994
950.9,2182.531696,816.3828731
950.9,2184.514314,815.5984599
950.9,2182.531696,814.0296336
950.9,2184.514314,814.0296336
950.9,2184.514314,813.2452204
950.9,2184.183878,814.0296336
950.9,2182.862133,810.8919809
950.9,2177.905588,815.5984599
950.9,2178.566461,814.8140467
950.9,2177.575152,817.9516994
950.9,2176.914279,817.9516994
950.9,2177.244716,813.2452204
950.9,2177.905588,815.5984599
950.9,2178.896897,815.5984599
950.9,2177.575152,816.3828731
950.9,2178.566461,824.2270048
950.9,2181.209951,825.011418
950.9,2179.888206,826.5802443
950.9,2179.888206,827.3646575
950.9,2180.218642,828.1490706
950.9,2179.55777,827.3646575
950.9,2181.209951,827.3646575
950.9,2180.879515,826.5802443
950.9,2181.209951,828.1490706
950.9,2180.879515,825.7958311
950.9,2180.549079,814.0296336
950.9,2179.227333,825.011418
950.9,2180.549079,822.6581784
950.9,2181.209951,814.8140467
950.9,2181.870824,813.2452204
950.9,2182.531696,812.4608072
950.9,2182.531696,813.2452204
950.9,2183.523005,811.6763941
950.9,2183.523005,809.3231545
950.9,2183.523005,810.1075677
950.9,2184.183878,809.3231545
950.9,2184.183878,812.4608072
950.9,2193.76653,811.6763941
950.9,2204.340492,813.2452204
950.9,2205.001364,818.7361126
950.9,2207.975291,817.9516994
950.9,2206.653546,820.3049389
950.9,2206.653546,821.0893521
950.9,2206.323109,817.9516994
950.9,2205.662237,816.3828731
950.9,2204.670928,817.9516994
950.9,2203.018746,820.3049389
950.9,2204.670928,819.5205258
950.9,2204.010055,818.7361126
950.9,2203.018746,818.7361126
950.9,2204.340492,814.8140467
950.9,2203.679619,814.8140467
950.9,2202.68831,811.6763941
950.9,2203.349183,811.6763941
950.9,2204.010055,811.6763941
950.9,2203.349183,809.3231545
950.9,2205.662237,810.1075677
950.9,2205.662237,810.1075677
950.9,2204.670928,807.7543282
950.9,2203.679619,809.3231545
950.9,2203.679619,810.8919809
950.9,2203.679619,811.6763941
950.9,2203.679619,810.8919809
950.9,2205.992673,814.8140467
950.9,2205.3318,815.5984599
950.9,2205.3318,812.4608072
950.9,2205.662237,810.8919809
950.9,2205.662237,818.7361126
950.9,2206.323109,817.1672862
950.9,2206.323109,819.5205258
950.9,2206.983982,817.9516994
950.9,2206.323109,817.9516994
950.9,2205.662237,820.3049389
950.9,2205.3318,817.1672862
950.9,2204.340492,816.3828731
950.9,2204.340492,814.0296336
950.9,2203.679619,810.8919809
950.9,2201.697001,811.6763941
950.9,2202.357874,809.3231545
950.9,2201.366565,810.8919809
950.9,2201.697001,806.969915
950.9,2202.68831,806.1855019
950.9,2204.340492,808.5387414
950.9,2204.010055,809.3231545
950.9,2205.001364,810.1075677
950.9,2205.662237,810.1075677
950.9,2204.670928,811.6763941
950.9,2202.027437,811.6763941
950.9,2200.04482,812.4608072
950.9,2199.714383,812.4608072
950.9,2198.723075,813.2452204
950.9,2202.68831,814.0296336
950.9,2201.697001,814.0296336
950.9,2209.627472,815.5984599
950.9,2208.9666,815.5984599
950.9,2207.975291,813.2452204
950.9,2209.957908,814.0296336
950.9,2206.653546,814.8140467
950.9,2208.305727,810.8919809
950.9,2205.992673,812.4608072
950.9,2205.3318,809.3231545
950.9,2204.340492,807.7543282
950.9,2204.340492,809.3231545
950.9,2203.018746,809.3231545
950.9,2205.001364,817.1672862
950.9,2205.662237,819.5205258
950.9,2206.653546,817.9516994
950.9,2207.644854,820.3049389
950.9,2206.323109,822.6581784
950.9,2206.653546,823.4425916
950.9,2206.323109,825.011418
950.9,2206.323109,825.7958311
950.9,2207.975291,832.0711365
950.9,2206.323109,830.5023101
950.9,2207.314418,817.1672862
950.9,2205.662237,970.9122677
950.9,2208.636163,1117.597531
950.9,2206.983982,1164.662321
950.9,2208.636163,1161.524668
950.9,2207.644854,1165.446734
950.9,2208.9666,1165.446734
950.9,2207.644854,1161.524668
950.9,2206.983982,1156.033776
950.9,2205.3318,1201.52974
950.9,2205.001364,1252.516596
950.9,2203.679619,1265.85162
950.9,2203.679619,1372.531811
950.9,2203.349183,1334.879979
950.9,2201.366565,1371.747398
950.9,2203.679619,1494.900266
950.9,2203.349183,1536.474164
950.9,2204.340492,1603.933696
950.9,2203.018746,1766.307223
950.9,2187.157804,1841.610887
950.9,2151.470685,1851.808258
950.9,2116.444438,1847.101779
950.9,2074.148593,1843.964126
950.9,2034.165802,1842.3953
950.9,2015.330934,1788.270791
950.9,2015.000497,1890.244503
950.9,2015.66137,1895.735396
950.9,2015.000497,1881.615959
950.9,2016.652679,1865.927695
950.9,2017.313551,1848.670605
950.9,2015.000497,1840.042061
950.9,2014.339625,1828.275863
950.9,2014.339625,1818.078492
950.9,2012.687443,1809.449947
950.9,2013.01788,1793.761683
950.9,2013.348316,1782.779899
950.9,2013.348316,1774.151354
950.9,2015.000497,1761.600743
950.9,2015.330934,1753.756612
950.9,2017.974424,1747.481306
950.9,2017.974424,1751.403372
950.9,2020.94835,1745.128067
950.9,2020.94835,1733.361869
950.9,2020.617914,1696.49445
950.9,2021.939659,1781.995486
950.9,2021.939659,1905.932767
950.9,2020.94835,1893.382156
950.9,2021.939659,1920.836617
950.9,2021.609223,1936.524881
950.9,2022.270096,1934.171641
950.9,2020.94835,1938.87812
950.9,2021.939659,1938.87812
950.9,2023.922277,1940.446946
950.9,2022.930968,1939.662533
950.9,2021.939659,1941.23136
950.9,2021.939659,1942.015773
950.9,2021.278787,1939.662533
950.9,2020.287478,1937.309294
950.9,2019.626605,1935.740467
950.9,2019.957042,1935.740467
950.9,2017.643988,1931.818401
950.9,2018.30486,1930.249575
950.9,2020.617914,1929.465162
950.9,2019.626605,1928.680749
950.9,2017.974424,1925.543096
950.9,2017.313551,1928.680749
950.9,2017.643988,1927.896336
950.9,2019.626605,1930.249575
950.9,2018.30486,1928.680749
950.9,2019.957042,1930.249575
950.9,2018.965733,1931.033988
950.9,2019.626605,1931.033988
950.9,2020.617914,1927.111922
950.9,2018.965733,1928.680749
950.9,2018.965733,1929.465162
950.9,2020.617914,1929.465162
950.9,2019.626605,1931.033988
950.9,2018.965733,1929.465162
950.9,2018.965733,1927.896336
950.9,2016.652679,1927.111922
950.9,2018.30486,1923.97427
950.9,2017.313551,1924.758683
950.9,2016.652679,1920.836617
950.9,2014.670061,1917.698964
950.9,2015.66137,1915.345725
950.9,2013.348316,1912.992485
950.9,2013.348316,1913.776899
950.9,2012.357007,1915.345725
950.9,2013.01788,1910.639246
950.9,2014.339625,1913.776899
950.9,2013.01788,1914.561312
950.9,2013.678752,1920.052204
950.9,2013.01788,1920.052204
950.9,2013.678752,1922.405443
950.9,2015.000497,1919.267791
950.9,2015.991806,1919.267791
950.9,2015.330934,1923.97427
950.9,2014.009188,1923.97427
950.9,2016.322242,1925.543096
950.9,2015.66137,1924.758683
950.9,2015.66137,1925.543096
950.9,2015.000497,1930.249575
950.9,2016.322242,1927.111922
950.9,2016.322242,1925.543096
950.9,2014.670061,1923.97427
950.9,2015.000497,1923.189857
950.9,2013.678752,1920.052204
950.9,2013.348316,1916.914551
950.9,2014.339625,1913.776899
950.9,2013.01788,1913.776899
950.9,2012.687443,1912.208072
950.9,2012.687443,1907.501593
950.9,2014.009188,1909.07042
950.9,2011.696134,1910.639246
950.9,2012.687443,1913.776899
950.9,2012.026571,1915.345725
950.9,2013.01788,1917.698964
950.9,2014.339625,1917.698964
950.9,2014.670061,1917.698964
950.9,2014.009188,1921.62103
950.9,2014.009188,1920.052204
950.9,2013.348316,1920.836617
950.9,2014.670061,1920.052204
950.9,2031.522312,1919.267791
950.9,2062.913759,1920.052204
950.9,2089.018226,1922.405443
950.9,2107.522658,1923.189857
950.9,2111.81833,1922.405443
950.9,2136.270616,1921.62103
950.9,2167.9925,1923.189857
950.9,2172.288171,1914.561312
950.9,2172.949044,1915.345725
950.9,2175.592534,1912.208072
950.9,2193.105658,1910.639246
950.9,2205.3318,1910.639246
950.9,2216.566634,1906.71718
950.9,2229.784086,1911.423659
950.9,2238.375429,1909.854833
950.9,2251.923317,1912.208072
950.9,2260.514661,1916.130138
950.9,2273.401676,1917.698964
950.9,2289.593054,1918.483378
950.9,2300.497452,1914.561312
950.9,2301.819197,1918.483378
950.9,2317.349703,1916.914551
950.9,2330.897591,1919.267791
950.9,2344.445479,1918.483378
950.9,2358.323803,1920.836617
950.9,2368.897764,1919.267791
950.9,2381.123907,1920.836617
950.9,2390.045687,1920.052204
950.9,2397.315285,1921.62103
950.9,2392.689177,1917.698964
950.9,2392.028304,1916.914551
950.9,2395.002231,1914.561312
950.9,2393.350049,1909.854833
950.9,2394.010922,1914.561312
950.9,2394.010922,1909.854833
950.9,2393.680486,1907.501593
950.9,2394.341358,1906.71718
950.9,2394.671795,1911.423659
950.9,2394.671795,1899.657461
950.9,2395.663103,1909.854833
950.9,2403.593574,1914.561312
950.9,2404.91532,1916.130138
950.9,2406.897937,1916.914551
