,Node,Time,Value
0,n_10002,1,-11330.280155375583
1,n_10002,2,-10692.788851930743
2,n_10002,3,-10219.286644773223
3,n_10002,4,-9592.455312010325
4,n_10002,5,-9057.150347408939
5,n_10002,6,-9031.230545803654
6,n_10002,7,-9306.403502529389
7,n_10002,8,-9841.589869468757
8,n_10002,9,-9991.109493041431
9,n_10002,10,-10110.492283483534
10,n_10002,11,-10787.255495462348
11,n_10002,12,-10757.597199763668
12,n_10002,13,-10406.986561366537
13,n_10002,14,-10514.47627298155
14,n_10002,15,-11007.03788765646
15,n_10002,16,-11493.256910639546
16,n_10002,17,-11828.7085591593
17,n_10002,18,-12537.690417518985
18,n_10002,19,-14034.271242525081
19,n_10002,20,-14202.961635078778
20,n_10002,21,-13706.786427229805
21,n_10002,22,-13375.548937273306
22,n_10002,23,-12698.544005574775
23,n_10002,24,-11751.800019361992
24,n_10009,1,-3198.0168889339625
25,n_10009,2,-2998.0748445249255
26,n_10009,3,-2853.8001078756524
27,n_10009,4,-2546.4260770618507
28,n_10009,5,-2259.3527683367993
29,n_10009,6,-2232.183624650109
30,n_10009,7,-2414.9680432265786
31,n_10009,8,-2738.2689472108586
32,n_10009,9,-2822.909639357146
33,n_10009,10,-2874.9711737936614
34,n_10009,11,-3092.979920165104
35,n_10009,12,-3158.9874833882814
36,n_10009,13,-3107.2965650543174
37,n_10009,14,-3138.522010200125
38,n_10009,15,-3241.5982832589943
39,n_10009,16,-3335.210313295196
40,n_10009,17,-3416.3727923288566
41,n_10009,18,-3621.1035154354568
42,n_10009,19,-4092.01934162366
43,n_10009,20,-4149.44150216015
44,n_10009,21,-4005.7608168114175
45,n_10009,22,-3902.5589549326955
46,n_10009,23,-3695.7284169664676
47,n_10009,24,-3375.389410120687
48,n_10012,1,-3664.2492884733447
49,n_10012,2,-3479.0083145328194
50,n_10012,3,-3346.6111946196816
51,n_10012,4,-3051.1485380271392
52,n_10012,5,-2769.520731448978
53,n_10012,6,-2744.03267563755
54,n_10012,7,-2921.6067865193213
55,n_10012,8,-3233.682388031268
56,n_10012,9,-3307.8165250584166
57,n_10012,10,-3349.6135795299956
58,n_10012,11,-3550.9965168419512
59,n_10012,12,-3594.637831289216
60,n_10012,13,-3528.7643513215057
61,n_10012,14,-3558.763245579442
62,n_10012,15,-3667.918985427104
63,n_10012,16,-3767.7142547916483
64,n_10012,17,-3849.4816983021883
65,n_10012,18,-4048.439331007359
66,n_10012,19,-4488.367105106448
67,n_10012,20,-4535.2810410189895
68,n_10012,21,-4397.721891755857
69,n_10012,22,-4303.984993409488
70,n_10012,23,-4110.506951918115
71,n_10012,24,-3813.0054028585964
72,n_10013,1,-3745.1752202286507
73,n_10013,2,-3554.051982177001
74,n_10013,3,-3417.348018046136
75,n_10013,4,-3118.4027799110013
76,n_10013,5,-2834.0926614879977
77,n_10013,6,-2808.583278604427
78,n_10013,7,-2987.1887982651087
79,n_10013,8,-3301.663266842335
80,n_10013,9,-3377.5133858452773
81,n_10013,10,-3423.1475261277933
82,n_10013,11,-3632.9833462754036
83,n_10013,12,-3682.9207696404574
84,n_10013,13,-3621.1020535917683
85,n_10013,14,-3653.026479318088
86,n_10013,15,-3762.4099258295164
87,n_10013,16,-3860.0714323025854
88,n_10013,17,-3941.8037265333764
89,n_10013,18,-4142.549599589574
90,n_10013,19,-4593.845707533265
91,n_10013,20,-4642.894989079692
92,n_10013,21,-4500.942834362263
93,n_10013,22,-4403.659549107131
94,n_10013,23,-4203.880881255351
95,n_10013,24,-3898.171886611293
96,n_10014,1,-1289.8397289418047
97,n_10014,2,-1347.07414667319
98,n_10014,3,-1382.616021530291
99,n_10014,4,-1309.0702488317863
100,n_10014,5,-1152.8157618596454
101,n_10014,6,-1138.2387069364477
102,n_10014,7,-1267.2118121840517
103,n_10014,8,-1433.1976075212078
104,n_10014,9,-1390.8050672365405
105,n_10014,10,-1382.385458657543
106,n_10014,11,-1336.020548107209
107,n_10014,12,-1296.3810113796262
108,n_10014,13,-1310.0960880747582
109,n_10014,14,-1299.7851046541623
110,n_10014,15,-1271.0701241619538
111,n_10014,16,-1253.9648481944212
112,n_10014,17,-1239.6602326446903
113,n_10014,18,-1178.6497195354586
114,n_10014,19,-1055.2142652115315
115,n_10014,20,-1060.391679700142
116,n_10014,21,-1090.9242230361297
117,n_10014,22,-1110.3550913695394
118,n_10014,23,-1153.5706347867729
119,n_10014,24,-1247.3596596578016
120,n_10015,1,-3148.77535925334
121,n_10015,2,-2954.4966836214976
122,n_10015,3,-2814.3327163482563
123,n_10015,4,-2511.1743793589044
124,n_10015,5,-2227.3728377804814
125,n_10015,6,-2200.302025104803
126,n_10015,7,-2381.6712258971506
127,n_10015,8,-2701.757630317302
128,n_10015,9,-2784.5340826229162
129,n_10015,10,-2833.8927253444112
130,n_10015,11,-3044.6255727209104
131,n_10015,12,-3107.1079801788132
132,n_10015,13,-3054.5237575825604
133,n_10015,14,-3084.364540367894
134,n_10015,15,-3185.642463619611
135,n_10015,16,-3278.786703650517
136,n_10015,17,-3359.125186640807
137,n_10015,18,-3560.8662307125883
138,n_10015,19,-4020.3382620861225
139,n_10015,20,-4076.252207012681
140,n_10015,21,-3936.6865251442077
141,n_10015,22,-3836.6365657792035
142,n_10015,23,-3635.592520555084
143,n_10015,24,-3323.1560495971953
144,n_10016,1,-3103.4203807093454
145,n_10016,2,-2958.5646399200873
146,n_10016,3,-2855.129622672911
