6048,6177,6178,6403,6407,6408,6650,6651,6654,6655,6656,6660,6665,6666,6678,6680,6683,6695,6701,6888,6890,6891,6907,6930,6938,6939,6941,6942,6953,6955,6956,6966,7011,7026,7031,7046,7061,7065,7067,7555
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
