source,sink,linesus,linemva
28669,9419,0.125882139,4228.29
22592,6895,0.009871205,4990.44
23775,9846,0.018521093,4790.13
29970,30949,0.005915907,5159.57
321,19230,0.009118517,5016.27
7602,22815,0.004253522,5271.58
9480,23599,0.014569981,4865.54
10835,24341,0.000106968,1763.71
22612,23778,0.063816876,4419.48
6668,22537,0.000934138,1531.64
6967,6682,0.041875843,4542.37
4093,28470,0.174810902,30220.29
6682,7011,0.031153568,4630.68
30421,18696,0.003588035,5330.29
13841,30630,0.003678845,1400.89
10009,29015,0.022775231,4726.08
2106,26292,0.000166054,1713.93
29970,29023,0.015673798,4842.47
27913,27914,6.29924E-05,6934.88
6646,28470,0.005793911,5166.58
18688,29024,0.0007767,5888.67
18689,22544,0.004000562,5292.66
6048,28509,0.010955051,1304.82
7557,1514,0.045097695,4520.50
9419,9872,0.014741024,4861.85
22813,28767,0.004305375,5267.42
7089,9820,0.040283952,4553.85
9823,28718,0.000172684,6494.22
9480,9484,0.077697152,4363.22
6680,22538,0.001213632,1505.76
10128,23903,0.019730393,4770.45
6942,28471,0.017201687,4813.23
6659,22538,0.005533816,1364.14
1850,28509,0.018050017,1263.09
3088,23902,0.024387617,4705.09
6662,9414,0.006672403,5119.31
9458,23585,0.000293424,6273.91
6974,6976,0.000402558,1617.92
7046,22609,0.00922035,1319.55
13431,4166,0.00086071,1539.83
319,29979,0.023756279,4713.13
18704,22427,0.011036744,4954.31
7587,19223,0.006714664,5117.21
27917,27913,0.003211747,5368.88
9846,18698,0.044841088,4522.18
2416,20311,0.001739346,5587.57
