HawRiverHydro,HighShoalsHydroNC,CowansFord,AvalonHydropower,BearCreekDam,CedarCliff,Chatuge,Cheoah,FontanaDam,FranklinNC,HiwasseeDam,Mission,Nantahala,QueensCreek,Santeetlah,TennesseeCreek,Thorpe,Tuckasegee,Rhodhiss,OxfordDam,HighRockHydro,FallsHydro,NarrowsNC,TuckertownHydro,Bridgewater,LookoutShoals,JordanHydroelectricProject,MountainIsland,Blewett,RoanokeRapids,Gaston,RockyMountMill,Tillery,LockvilleHydropower,TurnerShoals,Tuxedo,LakeLure,IvyRiverHydro,MarshallDam,MetropolitanSewerageDistrict,Walters
1.181419166,1.417702999,275.6644721,0.945135333,7.088514996,5.040721775,10.39648866,173.274811,200.6049744,0.787612777,130.4286759,1.417702999,34.02487198,1.102657888,35.44257498,8.506217996,17.01243599,2.362838332,20.08412582,28.35405999,25.99122165,24.73104121,85.69227018,33.07973665,21.81687393,20.32040966,3.46549622,47.25676664,74.50816874,0,0,0,0,0,0,0,0,0,0,0,0
0.528529627,0.634235552,123.3235796,0.422823702,3.171177762,2.255059742,4.651060717,77.51767861,89.74433065,0.352353085,58.34967081,0.634235552,15.22165326,0.493294318,15.85588881,3.805413314,7.610826628,1.057059254,8.985003658,12.68471105,11.62765179,11.06388686,38.33601561,14.79882955,9.760180444,9.090709583,1.550353572,21.14118508,33.3326018,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030175567,0.03621068,7.040965618,0.024140454,0.181053402,0.128749086,0.265544989,4.425749817,5.123811266,0.020117045,3.33138259,0.03621068,0.869056328,0.028163862,0.905267008,0.217264082,0.434528164,0.060351134,0.512984638,0.724213606,0.663862473,0.631675201,2.188734455,0.844915874,0.557242136,0.519019751,0.088514996,1.207022677,1.903072421,0,0,0,0,0,0,0,0,0,0,0,0
0.272494514,0.326993416,63.58205316,0.217995611,1.634967081,1.162643258,2.397951719,39.96586198,46.2695684,0.181663009,30.08339429,0.326993416,7.84784199,0.254328213,8.174835406,1.961960497,3.923920995,0.544989027,4.63240673,6.539868325,5.994879298,5.704218483,19.76493538,7.629846379,5.03206535,4.686905633,0.79931724,10.89978054,17.18532065,0,0,0,0,0,0,0,0,0,0,0,0
0.447147037,0.536576445,104.3343087,0.35771763,2.682882224,1.907827359,3.934893928,65.58156547,75.92556693,0.298098025,49.36503292,0.536576445,12.87783467,0.417337235,13.41441112,3.219458669,6.438917337,0.894294075,7.601499634,10.7315289,9.837234821,9.360277981,32.43306511,12.52011704,8.257315289,7.690929042,1.311631309,17.88588149,28.20007315,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
0.440746159,0.528895391,102.8407705,0.352596928,2.644476957,1.880516947,3.878566203,64.64277006,74.83869788,0.293830773,48.65837601,0.528895391,12.69348939,0.411363082,13.22238478,3.173372348,6.346744696,0.881492319,7.492684711,10.57790783,9.696415508,9.226286272,31.9687881,12.34089247,8.139112412,7.580833943,1.292855401,17.62984638,27.79639112,0,0,0,0,0,0,0,0,0,0,0,0
0.201170446,0.241404535,46.93977079,0.160936357,1.207022677,0.858327237,1.770299927,29.50499878,34.15874177,0.134113631,22.20921726,0.241404535,5.793708851,0.187759083,6.035113387,1.448427213,2.896854426,0.402340892,3.419897586,4.82809071,4.425749817,4.211168008,14.59156303,5.632772495,3.714947574,3.460131675,0.590099976,8.046817849,12.68714948,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
0.035662034,0.04279444,8.321141185,0.028529627,0.213972202,0.15215801,0.313825896,5.230431602,6.055413314,0.023774689,3.937088515,0.04279444,1.027066569,0.033284565,1.06986101,0.256766642,0.513533285,0.071324067,0.606254572,0.855888808,0.78456474,0.746525238,2.586686174,0.998536942,0.658558888,0.613386979,0.104608632,1.426481346,2.249085589,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.166422824,0.199707388,38.8319922,0.133138259,0.998536942,0.710070714,1.464520849,24.40868081,28.25859546,0.110948549,18.37307974,0.199707388,4.792977323,0.155327969,4.992684711,1.198244331,2.396488661,0.332845647,2.829188003,3.994147769,3.661302121,3.483784443,12.07120215,4.659839064,3.073274811,2.862472568,0.488173616,6.656912948,10.49573275,0,0,0,0,0,0,0,0,0,0,0,0
1.2253109,1.47037308,285.9058766,0.98024872,7.351865399,5.227993172,10.78273592,179.7122653,208.0577908,0.816873933,135.2743233,1.47037308,35.28895391,1.143623506,36.75932699,8.822238478,17.64447696,2.4506218,20.8302853,29.40746159,26.9568398,25.6498415,88.87588393,34.30870519,22.62740795,21.07534748,3.594245306,49.01243599,77.27627408,0,0,0,0,0,0,0,0,0,0,0,0
1.496891002,1.796269203,349.2745672,1.197512802,8.981346013,6.386734943,13.17264082,219.5440137,254.1720922,0.997927335,165.2567666,1.796269203,43.11046086,1.397098269,44.90673007,10.77761522,21.55523043,2.993782004,25.44714704,35.92538405,32.93160205,31.33491831,108.574494,41.91294806,27.64258717,25.74652524,4.390880273,59.87564009,94.40392587,0,0,0,0,0,0,0,0,0,0,0,0
1.565471836,1.878566203,365.2767618,1.252377469,9.392831017,6.679346501,13.77615216,229.602536,265.8171178,1.043647891,172.8280907,1.878566203,45.08558888,1.461107047,46.96415508,11.27139722,22.54279444,3.130943672,26.61302121,37.57132407,34.4403804,32.77054377,113.5488905,43.83321141,28.90904657,26.92611558,4.592050719,62.61887345,98.72909047,0,0,0,0,0,0,0,0,0,0,0,0
1.66697147,2.000365764,388.9600098,1.333577176,10.00182882,7.112411607,14.66934894,244.489149,283.0517557,1.111314314,184.0336503,2.000365764,48.00877835,1.555840039,50.00914411,12.00219459,24.00438917,3.333942941,28.338515,40.00731529,36.67337235,34.89526945,120.9109973,46.67520117,30.78340649,28.67190929,4.88978298,66.67885881,105.1303341,0,0,0,0,0,0,0,0,0,0,0,0
1.589246525,1.90709583,370.8241892,1.27139722,9.535479151,6.780785174,13.98536942,233.0894904,269.85406,1.059497683,175.4528164,1.90709583,45.77029993,1.483296757,47.67739576,11.44257498,22.88514996,3.17849305,27.01719093,38.14191661,34.96342356,33.26822726,115.273348,44.49890271,29.34808583,27.33504023,4.661789807,63.56986101,100.2284809,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
0.909839064,1.091806876,212.2957815,0.727871251,5.459034382,3.881980005,8.00658376,133.4430627,154.490673,0.606559376,100.4462326,1.091806876,26.20336503,0.849183126,27.29517191,6.550841258,13.10168252,1.819678127,15.46726408,21.83613753,20.0164594,19.0459644,65.99366008,25.47549378,16.80169471,15.64923189,2.668861253,36.39356255,57.38051695,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.109729334,0.131675201,25.60351134,0.087783467,0.658376006,0.468178493,0.965618142,16.0936357,18.63204097,0.07315289,12.11411851,0.131675201,3.160204828,0.102414045,3.291880029,0.790051207,1.580102414,0.219458669,1.865398683,2.633504023,2.414045355,2.297000732,7.959034382,3.072421361,2.02633504,1.88734455,0.321872714,4.389173372,6.92026335,0,0,0,0,0,0,0,0,0,0,0,0
0.78456474,0.941477688,183.0651061,0.627651792,4.707388442,3.347476225,6.904169715,115.0694952,133.2190929,0.52304316,86.61594733,0.941477688,22.59546452,0.732260424,23.53694221,5.64886613,11.29773226,1.569129481,13.33760059,18.82955377,17.26042429,16.42355523,56.90709583,21.96781273,14.48829554,13.49451353,2.301389905,31.38258961,49.47988296,0.27442371,0.487376509,0.004390779,0.230515917,0.003293085,0,0,0,0,0,0,0
1.222567666,1.4670812,285.2657888,0.978054133,7.335405999,5.21628871,10.75859546,179.3099244,207.5919898,0.815045111,134.9714704,1.4670812,35.20994879,1.141063155,36.67702999,8.802487198,17.6049744,2.445135333,20.78365033,29.34162399,26.89648866,25.59241648,88.67690807,34.23189466,22.57674957,21.02816386,3.586198488,48.90270666,77.1032675,0,0,0,0,0,0,0,0,0,0,0,0
1.528895391,1.83467447,356.742258,1.223116313,9.173372348,6.523287003,13.45427944,224.2379907,259.6064375,1.019263594,168.7900512,1.83467447,44.03218727,1.426969032,45.86686174,11.00804682,22.01609364,3.057790783,25.99122165,36.69348939,33.63569861,32.00487686,110.8958791,42.80907096,28.23360156,26.29700073,4.484759815,61.15581565,96.42233602,0,0,0,0,0,0,0,0,0,0,0,0
1.517922458,1.82150695,354.1819069,1.214337966,9.107534748,6.476469154,13.35771763,222.6286272,257.7432334,1.011948305,167.5786394,1.82150695,43.71616679,1.416727627,45.53767374,10.9290417,21.85808339,3.035844916,25.80468178,36.43013899,33.39429407,31.77517679,110.0999756,42.50182882,28.03096806,26.10826628,4.452572543,60.71689832,95.73030968,0,0,0,0,0,0,0,0,0,0,0,0
1.515179225,1.818215069,353.5418191,1.21214338,9.091075347,6.464764692,13.33357718,222.2262863,257.2774323,1.010119483,167.2757864,1.818215069,43.63716167,1.414167276,45.45537674,10.90929042,21.81858083,3.030358449,25.75804682,36.36430139,33.33394294,31.71775177,109.9009998,42.42501829,27.98030968,26.06108266,4.444525725,60.60716898,95.5573031,0,0,0,0,0,0,0,0,0,0,0,0
1.2006218,1.440746159,280.1450866,0.96049744,7.203730797,5.122653011,10.56547184,176.0911973,203.8655816,0.800414533,132.5486467,1.440746159,34.57790783,1.120580346,36.01865399,8.644476957,17.28895391,2.401243599,20.41057059,28.81492319,26.41367959,25.13301634,87.08510119,33.61741039,22.17148257,20.65069495,3.521823945,48.02487198,75.71921483,0,0,0,0,0,0,0,0,0,0,0,0
0.495610827,0.594732992,115.6425262,0.396488661,2.97366496,2.114606194,4.361375274,72.68958791,84.15471836,0.330407218,54.71543526,0.594732992,14.27359181,0.462570105,14.8683248,3.568397952,7.136795903,0.991221653,8.425384053,11.89465984,10.90343819,10.37478664,35.94830529,13.87710315,9.152279932,8.524506218,1.453791758,19.82443307,31.2565228,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012801756,0.015362107,2.987076323,0.010241405,0.076810534,0.054620824,0.11265545,1.877590832,2.173738113,0.008534504,1.413313826,0.015362107,0.368690563,0.011948305,0.38405267,0.092172641,0.184345282,0.025603511,0.217629846,0.307242136,0.281638625,0.267983419,0.928554011,0.358449159,0.236405755,0.220190198,0.037551817,0.512070227,0.807364058,0,0,0,0,0,0,0,0,0,0,0,0
