HawRiverHydro,HighShoalsHydroNC,CowansFord,AvalonHydropower,BearCreekDam,CedarCliff,Chatuge,Cheoah,FontanaDam,FranklinNC,HiwasseeDam,Mission,Nantahala,QueensCreek,Santeetlah,TennesseeCreek,Thorpe,Tuckasegee,Rhodhiss,OxfordDam,HighRockHydro,FallsHydro,NarrowsNC,TuckertownHydro,Bridgewater,LookoutShoals,JordanHydroelectricProject,MountainIsland,Blewett,RoanokeRapids,Gaston,RockyMountMill,Tillery,LockvilleHydropower,TurnerShoals,Tuxedo,LakeLure,IvyRiverHydro,MarshallDam,MetropolitanSewerageDistrict,Walters
0.95555962,1.146671544,222.9639112,0.764447696,5.733357718,4.077054377,8.408924653,140.1487442,162.2540234,0.637039746,105.493782,1.146671544,27.52011704,0.891855645,28.66678859,6.880029261,13.76005852,1.911119239,16.24451353,22.93343087,21.02231163,20.00304804,69.30992441,26.75566935,17.64600098,16.43562546,2.802974884,38.22238478,60.26396001,0,0,0,0,0,0,0,0,0,0,0,0
0.98024872,1.176298464,228.7247013,0.784198976,5.881492319,4.182394538,8.626188734,143.7698122,166.4462326,0.653499147,108.2194587,1.176298464,28.23116313,0.914898805,29.40746159,7.057790783,14.11558157,1.96049744,16.66422824,23.52596928,21.56547184,20.5198732,71.10070714,27.44696416,18.10192636,16.86027798,2.875396245,39.20994879,61.82101926,0,0,0,0,0,0,0,0,0,0,0,0
0.966532553,1.159839064,225.5242624,0.773226042,5.799195318,4.123872226,8.505486467,141.7581078,164.1172275,0.644355035,106.7051939,1.159839064,27.83613753,0.90209705,28.99597659,6.959034382,13.91806876,1.933065106,16.4310534,23.19678127,21.26371617,20.23274811,70.10582785,27.06291149,17.84863448,16.62435991,2.835162156,38.66130212,60.95598634,0,0,0,0,0,0,0,0,0,0,0,0
0.977505486,1.173006584,228.0846135,0.782004389,5.865032919,4.170690076,8.602048281,143.3674713,165.9804316,0.651670324,107.9166057,1.173006584,28.15215801,0.912338454,29.32516459,7.038039503,14.07607901,1.955010973,16.61759327,23.46013168,21.5051207,20.46244818,70.90173129,27.37015362,18.05126798,16.81309437,2.867349427,39.10021946,61.64801268,0,0,0,0,0,0,0,0,0,0,0,0
0.558705194,0.670446233,130.3645452,0.446964155,3.352231163,2.383808827,4.916605706,81.94342843,94.86814192,0.372470129,61.6810534,0.670446233,16.09070958,0.521458181,16.76115582,4.022677396,8.045354792,1.117410388,9.497988296,13.40892465,12.29151426,11.69556206,40.52475006,15.64374543,10.31742258,9.609729334,1.638868569,22.34820775,35.23567423,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.288039503,0.345647403,67.20921726,0.230431602,1.728237015,1.228968544,2.534747623,42.24579371,48.90910753,0.192026335,31.79956108,0.345647403,8.295537674,0.268836869,8.641185077,2.073884418,4.147768837,0.576079005,4.896671544,6.912948061,6.336869056,6.02962692,20.89246525,8.065106072,5.319129481,4.954279444,0.844915874,11.5215801,18.16569129,0,0,0,0,0,0,0,0,0,0,0,0
0.689465984,0.827359181,160.8753962,0.551572787,4.136795903,2.941721531,6.067300658,101.1216776,117.0713241,0.459643989,76.11704462,0.827359181,19.85662034,0.643501585,20.68397952,4.964155084,9.928310168,1.378931968,11.72092173,16.54718361,15.16825165,14.43282126,50.00926603,19.30504755,12.7321385,11.85881492,2.022433553,27.57863936,43.48232139,0,0,0,0,0,0,0,0,0,0,0,0
0.938185808,1.12582297,218.9100219,0.750548647,5.62911485,4.002926116,8.256035113,137.6005852,159.3039503,0.625457206,103.5757132,1.12582297,27.01975128,0.875640088,28.14557425,6.75493782,13.50987564,1.876371617,15.94915874,22.5164594,20.64008778,19.63935625,68.04974396,26.26920263,17.32516459,16.1367959,2.752011704,37.52743233,59.16825165,0,0,0,0,0,0,0,0,0,0,0,0
0.930870519,1.117044623,217.2031212,0.744696416,5.585223116,3.971714216,8.191660571,136.5276762,158.0618142,0.620580346,102.7681053,1.117044623,26.80907096,0.868812485,27.92611558,6.70226774,13.40453548,1.861741039,15.82479883,22.34089247,20.47915143,19.48622287,67.51914167,26.06437454,17.19007559,16.01097293,2.730553524,37.23482078,58.70690076,0,0,0,0,0,0,0,0,0,0,0,0
0.578822238,0.694586686,135.0585223,0.463057791,3.472933431,2.469641551,5.093635699,84.89392831,98.28401609,0.385881492,63.90197513,0.694586686,16.67008047,0.540234089,17.36466715,4.167520117,8.335040234,1.157644477,9.839978054,13.89173372,12.73408925,12.11667886,41.98390636,16.20702268,10.68891734,9.955742502,1.697878566,23.15288954,36.50438917,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.320043892,0.38405267,74.67690807,0.256035113,1.92026335,1.365520605,2.816386247,46.93977079,54.34345282,0.213362594,35.33284565,0.38405267,9.217264082,0.298707632,9.601316752,2.30431602,4.608632041,0.640087783,5.440746159,7.681053402,7.040965618,6.699585467,23.21385028,8.961228969,5.910143867,5.504754938,0.938795416,12.80175567,20.18410144,0,0,0,0,0,0,0,0,0,0,0,0
0.666605706,0.799926847,155.5413314,0.533284565,3.999634236,2.844184345,5.866130212,97.76883687,113.1896489,0.444403804,73.59326993,0.799926847,19.19824433,0.622165326,19.99817118,4.799561083,9.599122165,1.333211412,11.332297,15.99853694,14.66532553,13.95427944,48.35113387,18.66495977,12.30998537,11.46561814,1.955376737,26.66422824,42.04059985,0,0,0,0,0,0,0,0,0,0,0,0
0.903438186,1.084125823,210.8022434,0.722750549,5.420629115,3.854669593,7.950256035,132.5042673,153.403804,0.602292124,99.73957571,1.084125823,26.01901975,0.843208973,27.10314557,6.504754938,13.00950988,1.806876372,15.35844916,21.68251646,19.87564009,18.91197269,65.52938308,25.2962692,16.68349183,15.5391368,2.650085345,36.13752743,56.97683492,0,0,0,0,0,0,0,0,0,0,0,0
1.185991222,1.423189466,276.7312851,0.948792977,7.11594733,5.060229212,10.43672275,173.9453792,201.3813094,0.790660814,130.9334309,1.423189466,34.15654718,1.10692514,35.57973665,8.539136796,17.07827359,2.371982443,20.16185077,28.46378932,26.09180688,24.82674957,86.02389661,33.20775421,21.90130456,20.39904901,3.478907584,47.43964887,74.79651305,0,0,0,0,0,0,0,0,0,0,0,0
1.180504755,1.416605706,275.4511095,0.944403804,7.08302853,5.036820288,10.38844184,173.1406974,200.4497074,0.78700317,130.3277249,1.416605706,33.99853694,1.101804438,35.41514265,8.499634236,16.99926847,2.36100951,20.06858083,28.33211412,25.97110461,24.71189954,85.62594489,33.05413314,21.79998781,20.30468178,3.462813948,47.2201902,74.45049988,0,0,0,0,0,0,0,0,0,0,0,0
1.062545721,1.275054865,247.9273348,0.850036576,6.375274323,4.533528408,9.350402341,155.840039,180.4202634,0.708363814,117.3050475,1.275054865,30.60131675,0.991709339,31.87637162,7.650329188,15.30065838,2.125091441,18.06327725,25.50109729,23.37600585,22.24262375,77.06998293,29.75128018,19.62167764,18.27578639,3.11680078,42.50182882,67.01121678,0,0,0,0,0,0,0,0,0,0,0,0
0.380395026,0.456474031,88.75883931,0.30431602,2.282370154,1.623018776,3.347476225,55.79127042,64.59107535,0.253596684,41.99561083,0.456474031,10.95537674,0.355035357,11.41185077,2.738844184,5.477688369,0.760790051,6.466715435,9.129480614,8.368690563,7.962935869,27.59131919,10.65106072,7.024628139,6.54279444,1.115825408,15.21580102,23.99024628,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.688551573,0.826261887,160.6620337,0.550841258,4.131309437,2.937820044,6.059253841,100.987564,116.9160571,0.459034382,76.01609364,0.826261887,19.8302853,0.642648135,20.65654718,4.957571324,9.915142648,1.377103146,11.70537674,16.52523775,15.1481346,14.41367959,49.94294075,19.27944404,12.71525238,11.84308705,2.01975128,27.54206291,43.42465252,0,0,0,0,0,0,0,0,0,0,0,0
1.079919532,1.295903438,251.9812241,0.863935625,6.479517191,4.607656669,9.50329188,158.388198,183.3703365,0.719946355,119.2231163,1.295903438,31.10168252,1.007924896,32.39758595,7.775420629,15.55084126,2.159839064,18.35863204,25.91806876,23.7582297,22.60631553,78.33016337,30.23774689,19.94251402,18.57461595,3.16776396,43.19678127,68.10692514,0,0,0,0,0,0,0,0,0,0,0,0
1.075347476,1.290416971,250.9144111,0.860277981,6.452084857,4.588149232,9.463057791,157.7176298,182.5940015,0.716898317,118.7183614,1.290416971,30.97000732,1.003657644,32.26042429,7.742501829,15.48500366,2.150694952,18.2809071,25.80833943,23.65764448,22.51060717,77.99853694,30.10972933,19.85808339,18.49597659,3.154352597,43.01389905,67.81858083,0,0,0,0,0,0,0,0,0,0,0,0
1.074433065,1.289319678,250.7010485,0.859546452,6.446598391,4.584247744,9.455010973,157.5835162,182.4387345,0.71628871,118.6174104,1.289319678,30.94367228,1.002804194,32.23299195,7.735918069,15.47183614,2.14886613,18.26536211,25.78639356,23.63752743,22.4914655,77.93221166,30.08412582,19.84119727,18.48024872,3.151670324,42.9773226,67.76091197,0,0,0,0,0,0,0,0,0,0,0,0
1.057059254,1.268471105,246.6471592,0.845647403,6.342355523,4.510119483,9.302121434,155.0353572,179.4886613,0.704706169,116.6993416,1.268471105,30.44330651,0.986588637,31.71177762,7.610826628,15.22165326,2.114118508,17.97000732,25.36942209,23.25530358,22.12777371,76.67203121,29.59765911,19.52036089,18.18141917,3.100707145,42.28237015,66.66520361,0,0,0,0,0,0,0,0,0,0,0,0
1.015910753,1.219092904,237.0458425,0.812728603,6.095464521,4.334552548,8.940014631,149.0002438,172.5016459,0.677273836,112.1565472,1.219092904,29.2582297,0.94818337,30.4773226,7.314557425,14.62911485,2.031821507,17.27048281,24.38185808,22.35003658,21.26639844,73.68739332,28.4455011,18.76048525,17.47366496,2.980004877,40.63643014,64.07010485,0,0,0,0,0,0,0,0,0,0,0,0
0.613569861,0.736283833,143.1663009,0.490855889,3.681419166,2.617898074,5.399414777,89.99024628,104.1841624,0.409046574,67.73811266,0.736283833,17.670812,0.572665204,18.40709583,4.417702999,8.835405999,1.227139722,10.43068764,14.72567666,13.49853694,12.84406242,44.50426725,17.17995611,11.3305901,10.55340161,1.799804926,24.54279444,38.6958059,0,0,0,0,0,0,0,0,0,0,0,0
0.145391368,0.174469642,33.92465252,0.116313094,0.872348208,0.620336503,1.279444038,21.3240673,24.68745428,0.096927579,16.05120702,0.174469642,4.187271397,0.13569861,4.361741039,1.046817849,2.093635699,0.290782736,2.471653255,3.489392831,3.198610095,3.043525969,10.54572056,4.070958303,2.684893928,2.500731529,0.426481346,5.815654718,9.169348939,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.151792246,0.182150695,35.41819069,0.121433797,0.910753475,0.647646915,1.335771763,22.26286272,25.77432334,0.101194831,16.75786394,0.182150695,4.371616679,0.141672763,4.553767374,1.09290417,2.185808339,0.303584492,2.580468178,3.643013899,3.339429407,3.177517679,11.00999756,4.250182882,2.803096806,2.610826628,0.445257254,6.071689832,9.573030968,0,0,0,0,0,0,0,0,0,0,0,0
0.57973665,0.69568398,135.2718849,0.46378932,3.478419898,2.473543038,5.101682516,85.02804194,98.4392831,0.3864911,64.00292612,0.69568398,16.69641551,0.54108754,17.39209949,4.174103877,8.348207754,1.159473299,9.855523043,13.91367959,12.75420629,12.13582053,42.05023165,16.23262619,10.70580346,9.971470373,1.700560839,23.18946598,36.56205803,0,0,0,0,0,0,0,0,0,0,0,0
