n_319_nuc,n_6652_nuc,n_18689_nuc
923.3779341,2431.350223,1945.22103
925.3979023,2432.341532,1949.476367
926.9128784,2433.332841,1952.66787
927.1653744,2433.002404,1953.199788
928.1753585,2432.671968,1955.327456
927.4178704,2432.341532,1953.731705
927.1653744,2432.011095,1953.199788
927.1653744,2432.341532,1953.199788
928.1753585,2432.341532,1955.327456
928.4278545,2432.341532,1955.859373
928.4278545,2431.680659,1955.859373
928.4278545,2434.324149,1955.859373
927.9228625,2432.671968,1954.795539
928.4278545,2433.002404,1955.859373
928.6803505,2432.341532,1956.39129
929.1853425,2432.671968,1957.455125
928.6803505,2433.332841,1956.39129
927.9228625,2433.002404,1954.795539
928.1753585,2431.680659,1955.327456
928.1753585,2432.671968,1955.327456
929.6903346,2433.332841,1958.518959
929.4378386,2432.671968,1957.987042
927.6703664,2433.332841,1954.263622
927.9228625,2432.671968,1954.795539
926.9128784,2433.002404,1952.66787
926.4078864,2433.663277,1951.604036
926.1553903,2431.350223,1951.072119
926.1553903,2432.671968,1951.072119
926.6603824,2432.671968,1952.135953
926.9128784,2431.680659,1952.66787
926.1553903,2431.019787,1951.072119
927.4178704,2431.680659,1953.731705
926.1553903,2430.68935,1951.072119
927.4178704,2432.341532,1953.731705
927.1653744,2432.671968,1953.199788
927.6703664,2432.011095,1954.263622
927.1653744,2432.011095,1953.199788
926.9128784,2432.011095,1952.66787
927.1653744,2432.011095,1953.199788
928.6803505,2431.350223,1956.39129
928.6803505,2432.341532,1956.39129
927.9228625,2431.019787,1954.795539
926.9128784,2431.019787,1952.66787
927.9228625,2432.011095,1954.795539
927.4178704,2431.350223,1953.731705
926.6603824,2432.671968,1952.135953
927.9228625,2433.663277,1954.795539
926.9128784,2431.350223,1952.66787
926.9128784,2432.671968,1952.66787
926.9128784,2433.663277,1952.66787
926.9128784,2431.680659,1952.66787
925.9028943,2433.002404,1950.540202
925.3979023,2432.341532,1949.476367
926.4078864,2432.341532,1951.604036
925.6503983,2432.341532,1950.008285
925.3979023,2431.350223,1949.476367
925.6503983,2432.671968,1950.008285
925.1454063,2431.680659,1948.94445
925.1454063,2432.341532,1948.94445
924.8929102,2431.680659,1948.412533
925.6503983,2433.002404,1950.008285
925.1454063,2431.350223,1948.94445
925.1454063,2433.332841,1948.94445
925.6503983,2432.671968,1950.008285
925.9028943,2432.671968,1950.540202
925.1454063,2432.671968,1948.94445
925.6503983,2433.663277,1950.008285
925.6503983,2432.341532,1950.008285
925.3979023,2432.671968,1949.476367
924.8929102,2433.332841,1948.412533
925.9028943,2433.663277,1950.540202
924.6404142,2431.680659,1947.880616
924.3879182,2432.011095,1947.348699
923.3779341,2431.680659,1945.22103
924.8929102,2432.341532,1948.412533
923.8829262,2433.332841,1946.284865
923.3779341,2431.350223,1945.22103
924.3879182,2432.341532,1947.348699
923.6304302,2432.341532,1945.752947
924.8929102,2431.680659,1948.412533
873.1312268,2431.019787,1839.369517
870.8587626,2432.341532,1834.582262
885.5035316,2433.332841,1865.433457
892.068428,2432.011095,1879.263303
898.3808285,2432.011095,1892.561232
904.6932289,2432.011095,1905.859161
910.2481413,2433.993713,1917.561338
915.8030536,2431.350223,1929.263516
920.3479819,2432.671968,1938.838024
922.3679501,2433.993713,1943.093362
923.6304302,2433.332841,1945.752947
926.4078864,2432.011095,1951.604036
927.9228625,2432.671968,1954.795539
928.4278545,2432.671968,1955.859373
931.7103027,2432.671968,1962.774296
931.7103027,2432.671968,1962.774296
931.9627987,2433.332841,1963.306213
931.7103027,2432.011095,1962.774296
933.4777748,2431.350223,1966.497716
932.4677908,2432.011095,1964.370048
931.7103027,2431.680659,1962.774296
931.7103027,2431.680659,1962.774296
929.6903346,2430.028478,1958.518959
930.9528147,2432.011095,1961.178545
929.4378386,2430.358914,1957.987042
929.6903346,2432.341532,1958.518959
930.4478226,2431.680659,1960.114711
930.4478226,2432.011095,1960.114711
929.9428306,2430.68935,1959.050876
928.9328465,2433.002404,1956.923208
929.1853425,2431.680659,1957.455125
928.6803505,2431.680659,1956.39129
928.9328465,2432.341532,1956.923208
929.1853425,2431.350223,1957.455125
928.6803505,2432.011095,1956.39129
929.1853425,2432.011095,1957.455125
929.4378386,2430.68935,1957.987042
929.4378386,2431.019787,1957.987042
930.1953266,2431.680659,1959.582793
930.4478226,2432.341532,1960.114711
930.4478226,2432.011095,1960.114711
930.1953266,2431.019787,1959.582793
929.4378386,2432.341532,1957.987042
930.4478226,2431.680659,1960.114711
929.9428306,2429.698041,1959.050876
931.7103027,2431.680659,1962.774296
930.7003186,2431.680659,1960.646628
931.2053107,2431.019787,1961.710462
930.7003186,2431.680659,1960.646628
930.9528147,2431.019787,1961.178545
931.7103027,2431.350223,1962.774296
931.2053107,2431.680659,1961.710462
931.9627987,2431.680659,1963.306213
931.7103027,2433.002404,1962.774296
932.2152947,2432.011095,1963.838131
931.4578067,2432.671968,1962.242379
931.4578067,2432.011095,1962.242379
931.4578067,2432.011095,1962.242379
931.9627987,2431.680659,1963.306213
931.9627987,2431.019787,1963.306213
931.2053107,2432.011095,1961.710462
932.2152947,2430.68935,1963.838131
931.2053107,2432.011095,1961.710462
931.7103027,2431.350223,1962.774296
931.2053107,2430.358914,1961.710462
930.1953266,2430.68935,1959.582793
930.7003186,2429.037169,1960.646628
930.9528147,2428.376296,1961.178545
930.7003186,2429.367605,1960.646628
930.7003186,2429.037169,1960.646628
930.1953266,2425.732806,1959.582793
930.9528147,2429.037169,1961.178545
915.5505576,2428.376296,1928.731599
918.5805098,2427.715424,1935.114604
922.8729421,2429.698041,1944.157196
924.1354222,2428.04586,1946.816782
928.1753585,2426.724115,1955.327456
