n_319_nuc,n_6652_nuc,n_18689_nuc
693.3540627,2410.863173,1460.644503
693.6065587,2409.541428,1461.176421
692.8490706,2410.2023,1459.580669
691.8390866,2412.184918,1457.453001
690.5766065,2411.193609,1454.793415
689.8191184,2411.193609,1453.197663
689.5666224,2409.871864,1452.665746
690.3241105,2410.2023,1454.261498
689.8191184,2410.863173,1453.197663
689.5666224,2410.863173,1452.665746
689.3141264,2411.524045,1452.133829
689.5666224,2410.2023,1452.665746
689.0616304,2411.193609,1451.601912
690.3241105,2411.193609,1454.261498
690.0716144,2410.2023,1453.72958
690.5766065,2409.871864,1454.793415
690.8291025,2411.193609,1455.325332
690.0716144,2410.532737,1453.72958
690.3241105,2411.193609,1454.261498
691.0815985,2410.532737,1455.857249
690.8291025,2409.871864,1455.325332
690.5766065,2411.193609,1454.793415
690.8291025,2410.863173,1455.325332
691.3340945,2409.871864,1456.389166
691.3340945,2411.193609,1456.389166
689.0616304,2411.193609,1451.601912
689.8191184,2410.2023,1453.197663
689.5666224,2410.532737,1452.665746
689.5666224,2411.854482,1452.665746
688.5566383,2409.871864,1450.538078
688.3041423,2410.532737,1450.00616
687.7991503,2410.2023,1448.942326
688.5566383,2410.532737,1450.538078
687.7991503,2410.532737,1448.942326
687.7991503,2410.532737,1448.942326
688.5566383,2409.210991,1450.538078
689.0616304,2409.210991,1451.601912
688.3041423,2409.541428,1450.00616
688.5566383,2409.210991,1450.538078
689.3141264,2409.871864,1452.133829
690.3241105,2409.541428,1454.261498
690.8291025,2408.219683,1455.325332
691.8390866,2410.2023,1457.453001
692.0915826,2407.889246,1457.984918
692.8490706,2407.55881,1459.580669
694.3640467,2409.210991,1462.772172
693.8590547,2407.55881,1461.708338
695.1215348,2407.889246,1464.367924
694.8690388,2408.880555,1463.836006
695.6265268,2407.228374,1465.431758
695.6265268,2407.889246,1465.431758
695.8790228,2406.237065,1465.963675
696.1315189,2403.263138,1466.495592
694.8690388,2403.263138,1463.836006
695.6265268,2402.932702,1465.431758
695.6265268,2403.924011,1465.431758
694.8690388,2404.254447,1463.836006
695.3740308,2403.263138,1464.899841
694.8690388,2402.932702,1463.836006
694.8690388,2402.602266,1463.836006
694.8690388,2403.263138,1463.836006
694.6165428,2402.602266,1463.304089
694.8690388,2403.593574,1463.836006
694.8690388,2403.924011,1463.836006
695.1215348,2403.924011,1464.367924
695.6265268,2402.932702,1465.431758
695.1215348,2403.924011,1464.367924
694.8690388,2402.602266,1463.836006
695.8790228,2403.924011,1465.963675
695.6265268,2403.263138,1465.431758
695.3740308,2403.924011,1464.899841
696.1315189,2404.254447,1466.495592
695.6265268,2402.602266,1465.431758
697.1415029,2402.602266,1468.623261
696.1315189,2403.593574,1466.495592
695.6265268,2401.610957,1465.431758
696.3840149,2400.619648,1467.027509
695.8790228,2400.950084,1465.963675
695.8790228,2401.28052,1465.963675
695.3740308,2400.950084,1464.899841
694.6165428,2398.967466,1463.304089
695.1215348,2399.297903,1464.367924
694.8690388,2399.628339,1463.836006
694.8690388,2401.28052,1463.836006
694.6165428,2403.924011,1463.304089
694.8690388,2404.254447,1463.836006
695.1215348,2404.584883,1464.367924
695.6265268,2404.91532,1465.431758
695.1215348,2404.91532,1464.367924
695.6265268,2404.91532,1465.431758
695.3740308,2406.237065,1464.899841
695.1215348,2405.576192,1464.367924
695.3740308,2406.567501,1464.899841
696.1315189,2406.897937,1466.495592
695.8790228,2407.55881,1465.963675
695.8790228,2408.550119,1465.963675
695.8790228,2407.55881,1465.963675
696.3840149,2408.550119,1467.027509
695.6265268,2407.55881,1465.431758
696.6365109,2408.550119,1467.559426
694.6165428,2406.567501,1463.304089
695.1215348,2397.315285,1464.367924
693.6065587,2375.836926,1461.176421
694.3640467,2404.254447,1462.772172
693.8590547,2407.55881,1461.708338
694.1115507,2407.228374,1462.240255
694.1115507,2408.880555,1462.240255
694.1115507,2407.55881,1462.240255
693.6065587,2407.889246,1461.176421
695.1215348,2407.228374,1464.367924
695.1215348,2407.55881,1464.367924
695.8790228,2407.55881,1465.963675
695.6265268,2407.55881,1465.431758
694.8690388,2407.228374,1463.836006
695.8790228,2407.55881,1465.963675
695.3740308,2406.567501,1464.899841
695.3740308,2407.55881,1464.899841
695.8790228,2406.897937,1465.963675
694.6165428,2407.889246,1463.304089
695.6265268,2407.55881,1465.431758
695.1215348,2407.228374,1464.367924
695.6265268,2406.567501,1465.431758
695.8790228,2407.228374,1465.963675
695.6265268,2406.897937,1465.431758
695.1215348,2405.906628,1464.367924
695.1215348,2407.889246,1464.367924
695.1215348,2406.897937,1464.367924
694.8690388,2405.576192,1463.836006
694.3640467,2406.567501,1462.772172
695.3740308,2407.55881,1464.899841
694.3640467,2405.576192,1462.772172
694.1115507,2407.228374,1462.240255
693.6065587,2404.584883,1461.176421
694.3640467,2404.91532,1462.772172
694.3640467,2404.584883,1462.772172
694.6165428,2405.576192,1463.304089
693.8590547,2405.906628,1461.708338
695.3740308,2406.897937,1464.899841
695.1215348,2405.576192,1464.367924
696.1315189,2407.55881,1466.495592
696.3840149,2404.254447,1467.027509
695.3740308,2405.576192,1464.899841
696.1315189,2406.567501,1466.495592
695.8790228,2405.245756,1465.963675
695.8790228,2407.228374,1465.963675
696.3840149,2404.91532,1467.027509
695.8790228,2406.897937,1465.963675
695.8790228,2404.254447,1465.963675
695.1215348,2403.593574,1464.367924
694.8690388,2403.924011,1463.836006
694.8690388,2404.584883,1463.836006
694.1115507,2403.924011,1462.240255
694.8690388,2402.602266,1463.836006
693.8590547,2404.584883,1461.708338
694.6165428,2401.941393,1463.304089
694.1115507,2404.254447,1462.240255
694.8690388,2402.602266,1463.836006
693.8590547,2403.263138,1461.708338
694.1115507,2404.254447,1462.240255
695.6265268,2403.263138,1465.431758
696.1315189,2403.593574,1466.495592
693.8590547,2405.245756,1461.708338
694.6165428,2403.924011,1463.304089
693.6065587,2403.593574,1461.176421
694.1115507,2402.932702,1462.240255
693.6065587,2402.932702,1461.176421
693.6065587,2402.602266,1461.176421
693.3540627,2404.91532,1460.644503
693.3540627,2403.263138,1460.644503
693.8590547,2404.254447,1461.708338
693.6065587,2402.602266,1461.176421
693.8590547,2404.254447,1461.708338
693.6065587,2400.619648,1461.176421
692.8490706,2403.263138,1459.580669
692.0915826,2402.932702,1457.984918
692.3440786,2403.263138,1458.516835
691.8390866,2401.941393,1457.453001
692.3440786,2402.271829,1458.516835
692.0915826,2403.263138,1457.984918
692.0915826,2402.932702,1457.984918
691.5865905,2402.602266,1456.921083
691.8390866,2402.271829,1457.453001
692.3440786,2402.602266,1458.516835
692.3440786,2403.263138,1458.516835
692.5965746,2402.271829,1459.048752
692.0915826,2401.28052,1457.984918
692.8490706,2402.602266,1459.580669
693.1015666,2401.28052,1460.112586
693.6065587,2401.610957,1461.176421
693.3540627,2402.602266,1460.644503
693.6065587,2402.271829,1461.176421
694.1115507,2401.610957,1462.240255
694.6165428,2403.263138,1463.304089
694.3640467,2400.950084,1462.772172
694.1115507,2402.602266,1462.240255
693.8590547,2403.263138,1461.708338
694.3640467,2402.271829,1462.772172
693.8590547,2400.619648,1461.708338
693.1015666,2401.610957,1460.112586
692.8490706,2401.28052,1459.580669
692.8490706,2400.619648,1459.580669
692.5965746,2400.950084,1459.048752
692.0915826,2400.289212,1457.984918
691.8390866,2400.619648,1457.453001
691.5865905,2400.950084,1456.921083
692.5965746,2400.950084,1459.048752
693.1015666,2399.297903,1460.112586
694.1115507,2399.297903,1462.240255
694.1115507,2398.63703,1462.240255
693.8590547,2399.297903,1461.708338
694.8690388,2399.297903,1463.836006
694.3640467,2398.306594,1462.772172
695.1215348,2397.645721,1464.367924
695.1215348,2398.306594,1464.367924
695.6265268,2400.289212,1465.431758
694.6165428,2400.619648,1463.304089
694.8690388,2399.297903,1463.836006
695.3740308,2400.950084,1464.899841
694.6165428,2400.619648,1463.304089
695.1215348,2398.967466,1464.367924
695.3740308,2397.976158,1464.899841
694.8690388,2400.289212,1463.836006
694.1115507,2397.315285,1462.240255
694.3640467,2399.297903,1462.772172
693.3540627,2397.976158,1460.644503
693.6065587,2399.958775,1461.176421
693.8590547,2397.645721,1461.708338
693.3540627,2398.967466,1460.644503
693.8590547,2396.323976,1461.708338
692.8490706,2396.323976,1459.580669
692.0915826,2398.63703,1457.984918
693.8590547,2398.306594,1461.708338
693.8590547,2399.297903,1461.708338
694.1115507,2399.628339,1462.240255
694.1115507,2398.967466,1462.240255
695.1215348,2400.289212,1464.367924
694.8690388,2399.628339,1463.836006
694.8690388,2400.289212,1463.836006
694.8690388,2399.297903,1463.836006
694.8690388,2399.297903,1463.836006
695.6265268,2399.628339,1465.431758
696.1315189,2398.63703,1466.495592
694.8690388,2399.297903,1463.836006
694.8690388,2398.967466,1463.836006
693.8590547,2399.628339,1461.708338
692.8490706,2397.645721,1459.580669
692.0915826,2397.315285,1457.984918
691.8390866,2396.984849,1457.453001
690.5766065,2395.99354,1454.793415
691.0815985,2395.99354,1455.857249
691.0815985,2395.002231,1455.857249
691.0815985,2395.99354,1455.857249
691.0815985,2361.628166,1455.857249
691.3340945,2291.906108,1456.389166
691.8390866,2229.784086,1457.453001
691.8390866,2185.505623,1457.453001
693.1015666,2159.731592,1460.112586
693.8590547,2123.3836,1461.708338
693.1015666,2094.966079,1460.112586
692.3440786,2069.192049,1458.516835
692.5965746,2049.035435,1459.048752
692.8490706,2021.939659,1459.580669
692.0915826,2025.574459,1457.984918
692.5965746,2027.557076,1459.048752
692.5965746,2028.548385,1459.048752
692.3440786,2029.539694,1458.516835
692.3440786,2030.531003,1458.516835
691.8390866,2029.87013,1457.453001
690.5766065,2028.878821,1454.793415
689.5666224,2030.861439,1452.665746
689.5666224,2029.209258,1452.665746
689.3141264,2029.539694,1452.133829
688.8091344,2030.861439,1451.069995
688.5566383,2030.200567,1450.538078
689.3141264,2030.200567,1452.133829
689.3141264,2032.844057,1452.133829
690.8291025,2033.835366,1455.325332
691.3340945,2033.174493,1456.389166
691.3340945,2033.835366,1456.389166
690.5766065,2034.165802,1454.793415
691.0815985,2034.496238,1455.857249
691.3340945,2034.165802,1456.389166
691.3340945,2035.157111,1456.389166
692.0915826,2032.844057,1457.984918
692.0915826,2033.50493,1457.984918
692.5965746,2035.157111,1459.048752
693.6065587,2034.496238,1461.176421
693.3540627,2036.478856,1460.644503
694.6165428,2035.157111,1463.304089
693.8590547,2034.496238,1461.708338
693.8590547,2034.826675,1461.708338
693.8590547,2033.174493,1461.708338
694.1115507,2030.861439,1462.240255
693.3540627,2031.191875,1460.644503
693.3540627,2031.191875,1460.644503
693.1015666,2030.531003,1460.112586
693.1015666,2031.522312,1460.112586
693.6065587,2030.861439,1461.176421
693.6065587,2031.522312,1461.176421
693.3540627,2030.861439,1460.644503
693.8590547,2031.852748,1461.708338
694.3640467,2032.183184,1462.772172
694.1115507,2030.200567,1462.240255
694.3640467,2030.861439,1462.772172
694.6165428,2032.183184,1463.304089
694.8690388,2031.191875,1463.836006
695.1215348,2032.183184,1464.367924
695.6265268,2032.183184,1465.431758
695.1215348,2030.200567,1464.367924
695.3740308,2032.513621,1464.899841
695.8790228,2031.852748,1465.963675
695.6265268,2031.852748,1465.431758
695.6265268,2031.522312,1465.431758
695.1215348,2032.513621,1464.367924
695.6265268,2030.200567,1465.431758
694.8690388,2031.191875,1463.836006
694.1115507,2030.200567,1462.240255
694.6165428,2029.209258,1463.304089
693.8590547,2030.200567,1461.708338
693.8590547,2028.878821,1461.708338
693.1015666,2030.861439,1460.112586
693.6065587,2028.548385,1461.176421
693.1015666,2030.200567,1460.112586
693.1015666,2030.200567,1460.112586
693.8590547,2030.531003,1461.708338
693.3540627,2030.200567,1460.644503
693.3540627,2031.522312,1460.644503
694.1115507,2031.191875,1462.240255
693.8590547,2032.183184,1461.708338
694.6165428,2031.191875,1463.304089
694.8690388,2030.861439,1463.836006
694.1115507,2031.191875,1462.240255
695.1215348,2031.522312,1464.367924
694.8690388,2033.174493,1463.836006
694.8690388,2030.861439,1463.836006
695.1215348,2032.183184,1464.367924
695.3740308,2031.191875,1464.899841
694.8690388,2033.835366,1463.836006
694.8690388,2031.191875,1463.836006
693.8590547,2031.852748,1461.708338
693.3540627,2032.513621,1460.644503
692.3440786,2031.522312,1458.516835
692.0915826,2033.835366,1457.984918
649.9247477,2031.852748,1369.154753
543.8764206,2032.844057,1145.749549
442.1205258,2032.844057,931.3869357
443.1305098,2033.835366,933.5146044
443.3830058,2033.835366,934.0465215
441.6155337,2033.174493,930.3231014
441.1105417,2033.174493,929.2592671
441.3630377,2033.174493,929.7911843
442.1205258,2033.50493,931.3869357
446.160462,2033.835366,939.8976102
444.1404939,2034.496238,935.642273
443.3830058,2034.496238,934.0465215
443.6355019,2034.496238,934.5784387
444.6454859,2035.487547,936.7061073
444.1404939,2035.157111,935.642273
442.8780138,2035.157111,932.9826872
443.3830058,2036.14842,934.0465215
444.1404939,2035.817984,935.642273
443.6355019,2035.487547,934.5784387
443.1305098,2034.826675,933.5146044
443.6355019,2035.157111,934.5784387
441.3630377,2036.478856,929.7911843
440.3530536,2033.174493,927.6635157
440.1005576,2035.157111,927.1315985
440.3530536,2033.835366,927.6635157
440.3530536,2034.826675,927.6635157
440.3530536,2033.835366,927.6635157
439.5955656,2034.496238,926.0677642
440.3530536,2035.157111,927.6635157
440.6055497,2033.174493,928.1954328
440.3530536,2034.165802,927.6635157
440.6055497,2034.165802,928.1954328
441.3630377,2034.165802,929.7911843
441.1105417,2035.157111,929.2592671
441.6155337,2034.496238,930.3231014
442.1205258,2034.496238,931.3869357
442.1205258,2034.826675,931.3869357
442.3730218,2035.157111,931.9188529
442.6255178,2034.826675,932.45077
442.3730218,2035.817984,931.9188529
442.8780138,2035.487547,932.9826872
442.8780138,2036.809292,932.9826872
442.6255178,2034.496238,932.45077
442.3730218,2034.496238,931.9188529
440.8580457,2035.157111,928.72735
439.5955656,2033.835366,926.0677642
439.0905736,2033.174493,925.0039299
439.0905736,2035.487547,925.0039299
438.5855815,2033.50493,923.9400956
437.8280935,2032.844057,922.3443441
438.0805895,2032.844057,922.8762613
437.8280935,2032.844057,922.3443441
438.0805895,2033.50493,922.8762613
438.3330855,2032.513621,923.4081784
440.8580457,2031.852748,928.72735
439.5955656,2033.174493,926.0677642
440.3530536,2031.852748,927.6635157
439.5955656,2034.165802,926.0677642
440.1005576,2033.174493,927.1315985
441.6155337,2033.174493,930.3231014
441.3630377,2034.165802,929.7911843
437.5755975,2031.852748,921.812427
440.3530536,2033.835366,927.6635157
442.1205258,2033.174493,931.3869357
440.8580457,2035.487547,928.72735
441.1105417,2035.157111,929.2592671
440.3530536,2034.165802,927.6635157
440.6055497,2033.835366,928.1954328
440.3530536,2031.191875,927.6635157
440.1005576,2031.522312,927.1315985
439.8480616,2031.852748,926.5996814
440.1005576,2029.87013,927.1315985
441.6155337,2031.852748,930.3231014
442.6255178,2030.531003,932.45077
441.6155337,2031.522312,930.3231014
441.6155337,2031.191875,930.3231014
441.8680297,2030.200567,930.8550186
442.6255178,2030.531003,932.45077
441.1105417,2031.191875,929.2592671
443.8879979,2029.87013,935.1103558
446.9179501,2032.183184,941.4933617
444.3929899,2031.852748,936.1741901
444.6454859,2032.513621,936.7061073
445.402974,2030.861439,938.3018587
445.65547,2031.191875,938.8337759
444.6454859,2032.183184,936.7061073
447.4229421,2030.861439,942.557196
446.6654541,2032.183184,940.9614445
446.412958,2032.513621,940.4295273
446.9179501,2031.522312,941.4933617
446.6654541,2032.513621,940.9614445
447.1704461,2030.861439,942.0252788
446.9179501,2030.531003,941.4933617
447.1704461,2028.878821,942.0252788
445.65547,2029.539694,938.8337759
446.6654541,2028.878821,940.9614445
446.160462,2027.22664,939.8976102
445.402974,2028.878821,938.3018587
446.160462,2028.548385,939.8976102
445.65547,2028.878821,938.8337759
445.65547,2027.557076,938.8337759
445.150478,2029.87013,937.7699416
445.402974,2029.539694,938.3018587
445.907966,2028.217949,939.365693
445.65547,2028.878821,938.8337759
445.65547,2029.209258,938.8337759
445.402974,2028.548385,938.3018587
445.402974,2029.209258,938.3018587
445.402974,2029.209258,938.3018587
446.160462,2028.878821,939.8976102
446.160462,2030.531003,939.8976102
445.65547,2029.87013,938.8337759
446.9179501,2028.878821,941.4933617
445.907966,2029.87013,939.365693
445.402974,2029.87013,938.3018587
446.160462,2028.217949,939.8976102
445.65547,2028.548385,938.8337759
446.6654541,2028.878821,940.9614445
445.907966,2031.191875,939.365693
445.907966,2031.522312,939.365693
445.402974,2031.191875,938.3018587
445.65547,2032.844057,938.8337759
445.907966,2031.522312,939.365693
446.160462,2031.852748,939.8976102
445.402974,2031.852748,938.3018587
445.65547,2034.496238,938.8337759
445.65547,2032.844057,938.8337759
446.412958,2032.183184,940.4295273
446.412958,2034.826675,940.4295273
446.160462,2034.165802,939.8976102
445.907966,2034.826675,939.365693
446.160462,2035.157111,939.8976102
445.150478,2034.826675,937.7699416
446.412958,2034.496238,940.4295273
444.3929899,2036.809292,936.1741901
445.907966,2034.165802,939.365693
446.6654541,2035.817984,940.9614445
447.4229421,2034.165802,942.557196
445.402974,2035.817984,938.3018587
444.8979819,2034.165802,937.2380244
444.6454859,2034.826675,936.7061073
443.6355019,2034.165802,934.5784387
443.1305098,2035.157111,933.5146044
442.6255178,2035.487547,932.45077
442.1205258,2034.496238,931.3869357
442.1205258,2034.826675,931.3869357
441.3630377,2034.496238,929.7911843
440.6055497,2035.157111,928.1954328
441.1105417,2034.165802,929.2592671
441.3630377,2034.496238,929.7911843
442.3730218,2034.496238,931.9188529
442.3730218,2034.496238,931.9188529
443.1305098,2033.835366,933.5146044
444.8979819,2033.174493,937.2380244
444.3929899,2035.487547,936.1741901
442.6255178,2034.165802,932.45077
443.1305098,2035.817984,933.5146044
443.8879979,2033.835366,935.1103558
443.6355019,2036.14842,934.5784387
443.1305098,2034.496238,933.5146044
443.1305098,2035.487547,933.5146044
443.6355019,2035.157111,934.5784387
443.6355019,2036.809292,934.5784387
444.1404939,2034.496238,935.642273
443.6355019,2035.157111,934.5784387
443.6355019,2034.826675,934.5784387
441.1105417,2035.157111,929.2592671
440.8580457,2034.496238,928.72735
440.3530536,2033.174493,927.6635157
439.5955656,2034.826675,926.0677642
440.1005576,2035.487547,927.1315985
440.6055497,2033.50493,928.1954328
439.3430696,2034.826675,925.5358471
439.8480616,2034.165802,926.5996814
440.8580457,2034.496238,928.72735
440.8580457,2033.50493,928.72735
440.8580457,2032.844057,928.72735
442.3730218,2035.157111,931.9188529
441.1105417,2034.496238,929.2592671
441.6155337,2034.826675,930.3231014
441.6155337,2034.826675,930.3231014
442.6255178,2034.826675,932.45077
441.3630377,2034.496238,929.7911843
442.3730218,2034.826675,931.9188529
441.3630377,2034.165802,929.7911843
440.6055497,2033.835366,928.1954328
441.6155337,2035.157111,930.3231014
442.3730218,2033.50493,931.9188529
441.6155337,2032.513621,930.3231014
442.1205258,2032.844057,931.3869357
440.6055497,2033.50493,928.1954328
440.8580457,2034.165802,928.72735
441.3630377,2030.861439,929.7911843
441.1105417,2032.513621,929.2592671
441.6155337,2032.844057,930.3231014
440.6055497,2031.852748,928.1954328
441.3630377,2031.191875,929.7911843
440.8580457,2031.522312,928.72735
441.6155337,2031.191875,930.3231014
441.8680297,2031.191875,930.8550186
442.1205258,2032.183184,931.3869357
441.6155337,2032.183184,930.3231014
441.1105417,2031.852748,929.2592671
442.1205258,2032.183184,931.3869357
441.6155337,2031.522312,930.3231014
441.8680297,2031.191875,930.8550186
442.1205258,2033.835366,931.3869357
442.1205258,2033.50493,931.3869357
442.1205258,2032.513621,931.3869357
442.8780138,2033.174493,932.9826872
442.6255178,2032.844057,932.45077
442.6255178,2032.183184,932.45077
442.1205258,2032.183184,931.3869357
442.1205258,2030.531003,931.3869357
441.1105417,2030.200567,929.2592671
440.1005576,2029.87013,927.1315985
440.6055497,2029.539694,928.1954328
440.1005576,2027.557076,927.1315985
439.8480616,2029.209258,926.5996814
439.5955656,2028.548385,926.0677642
440.1005576,2028.217949,927.1315985
440.1005576,2030.200567,927.1315985
440.6055497,2030.200567,928.1954328
440.1005576,2029.87013,927.1315985
440.6055497,2030.861439,928.1954328
440.8580457,2031.191875,928.72735
441.3630377,2030.531003,929.7911843
440.8580457,2029.87013,928.72735
441.8680297,2030.531003,930.8550186
442.1205258,2030.531003,931.3869357
440.8580457,2031.191875,928.72735
441.6155337,2031.852748,930.3231014
442.1205258,2030.531003,931.3869357
441.8680297,2029.87013,930.8550186
441.6155337,2030.531003,930.3231014
440.8580457,2029.209258,928.72735
441.1105417,2030.200567,929.2592671
440.3530536,2030.200567,927.6635157
440.3530536,2030.200567,927.6635157
439.8480616,2029.539694,926.5996814
439.8480616,2029.209258,926.5996814
439.3430696,2028.878821,925.5358471
438.8380775,2028.548385,924.4720127
438.5855815,2028.548385,923.9400956
438.5855815,2028.548385,923.9400956
438.3330855,2028.217949,923.4081784
439.5955656,2027.887513,926.0677642
438.5855815,2026.896204,923.9400956
439.3430696,2021.609223,925.5358471
438.8380775,2020.617914,924.4720127
438.8380775,2019.626605,924.4720127
439.5955656,1963.782872,926.0677642
440.1005576,1972.04378,927.1315985
440.6055497,2022.600532,928.1954328
440.3530536,2025.244022,927.6635157
440.6055497,2028.548385,928.1954328
440.3530536,2030.200567,927.6635157
440.3530536,2029.209258,927.6635157
440.3530536,2030.200567,927.6635157
437.0706054,2030.200567,920.7485927
434.5456452,2030.200567,915.4294211
433.5356612,2029.87013,913.3017525
432.2731811,2030.531003,910.6421668
430.758205,2030.200567,907.4506638
430.758205,2027.887513,907.4506638
429.2432289,2028.878821,904.2591609
430.758205,2027.557076,907.4506638
433.0306691,2028.217949,912.2379182
435.5556293,2028.217949,917.5570898
436.5656134,2029.87013,919.6847584
437.3231014,2027.557076,921.2805098
437.5755975,2026.896204,921.812427
438.3330855,2027.557076,923.4081784
438.0805895,2027.557076,922.8762613
438.5855815,2027.557076,923.9400956
438.3330855,2028.878821,923.4081784
438.8380775,2029.209258,924.4720127
438.3330855,2028.548385,923.4081784
438.8380775,2028.878821,924.4720127
438.8380775,2030.200567,924.4720127
438.5855815,2029.209258,923.9400956
438.5855815,2030.200567,923.9400956
438.0805895,2028.878821,922.8762613
437.8280935,2027.22664,922.3443441
437.5755975,2027.557076,921.812427
437.0706054,2028.548385,920.7485927
437.3231014,2026.565767,921.2805098
437.5755975,2024.913586,921.812427
437.0706054,2024.252713,920.7485927
436.5656134,2025.574459,919.6847584
437.5755975,2024.252713,921.812427
437.0706054,2024.913586,920.7485927
437.3231014,2024.913586,921.2805098
437.0706054,2026.235331,920.7485927
437.0706054,2024.252713,920.7485927
437.8280935,2026.235331,922.3443441
437.3231014,2026.235331,921.2805098
436.8181094,2023.591841,920.2166755
438.0805895,2024.58315,922.8762613
437.8280935,2023.922277,922.3443441
438.3330855,2023.922277,923.4081784
438.3330855,2025.574459,923.4081784
439.0905736,2024.252713,925.0039299
438.5855815,2024.252713,923.9400956
439.5955656,2025.244022,926.0677642
439.8480616,2023.922277,926.5996814
440.1005576,2025.574459,927.1315985
440.3530536,2023.922277,927.6635157
440.3530536,2023.922277,927.6635157
440.6055497,2022.600532,928.1954328
439.5955656,2021.609223,926.0677642
439.5955656,2020.94835,926.0677642
438.5855815,2020.287478,923.9400956
438.8380775,2019.957042,924.4720127
438.8380775,2023.261405,924.4720127
438.5855815,2024.58315,923.9400956
438.8380775,2024.252713,924.4720127
438.3330855,2023.591841,923.4081784
438.5855815,2026.235331,923.9400956
439.3430696,2024.252713,925.5358471
439.3430696,2024.58315,925.5358471
439.5955656,2026.896204,926.0677642
439.8480616,2022.270096,926.5996814
440.1005576,2023.591841,927.1315985
440.8580457,2023.922277,928.72735
445.150478,2023.922277,937.7699416
480.2474243,2022.930968,1011.706426
501.9620818,2024.913586,1057.451301
495.1446893,2024.252713,1043.089538
499.4371216,2023.922277,1052.13213
511.3044344,2024.252713,1077.132236
515.8493627,2023.591841,1086.706745
539.5839883,2021.939659,1136.706957
539.8364843,2023.922277,1137.238874
557.7637015,2022.270096,1175.004992
587.0532395,2021.939659,1236.707382
622.6551779,2022.600532,1311.7077
667.8519649,2022.270096,1406.920871
683.759214,2020.94835,1440.431652
685.7791822,2022.600532,1444.686989
681.9917419,2023.922277,1436.708232
677.9518056,2022.600532,1428.197557
676.6893255,2021.278787,1425.537971
667.3469729,2022.270096,1405.857037
665.5795008,2023.922277,1402.133617
657.4996283,2023.922277,1385.112268
655.2271641,2025.574459,1380.325013
658.2571163,2024.252713,1386.708019
650.4297398,2025.574459,1370.218587
648.6622677,2025.574459,1366.495167
646.3898035,2025.244022,1361.707913
642.6023633,2025.574459,1353.729156
640.5823951,2026.896204,1349.473818
638.814923,2028.217949,1345.750398
635.7849708,2028.217949,1339.367392
635.0274827,2028.217949,1337.771641
633.0075146,2026.235331,1333.516304
631.4925385,2028.878821,1330.324801
627.4526022,2029.209258,1321.814126
627.4526022,2027.887513,1321.814126
625.9376261,2028.548385,1318.622623
625.4326341,2027.22664,1317.558789
625.4326341,2028.548385,1317.558789
625.1801381,2028.878821,1317.026872
625.1801381,2028.548385,1317.026872
624.170154,2027.557076,1314.899203
622.9076739,2028.548385,1312.239618
624.170154,2027.557076,1314.899203
628.4625863,2027.557076,1323.941795
626.9476102,2026.896204,1320.750292
624.675146,2025.904895,1315.963038
627.7050982,2026.896204,1322.346044
625.1801381,2025.574459,1317.026872
624.675146,2027.887513,1315.963038
613.5653213,2027.22664,1292.558683
619.6252257,2027.887513,1305.324695
636.2899628,2028.878821,1340.431227
804.7048062,2027.557076,1695.219968
685.5266861,2027.887513,1444.155072
671.3869092,2025.904895,1414.367711
673.6593733,2027.557076,1419.154965
687.2941583,2024.58315,1447.878492
706.9888476,2024.58315,1489.36803
716.8361922,2022.600532,1510.112799
723.6535847,2022.600532,1524.474562
731.9859533,2024.58315,1542.027828
739.3083378,2023.261405,1557.453425
744.6107541,2024.252713,1568.623686
737.7933617,2022.600532,1554.261922
739.5608338,2024.913586,1557.985343
751.1756506,2022.270096,1582.453532
762.5379713,2024.252713,1606.389804
762.2854753,2023.922277,1605.857886
762.2854753,2023.591841,1605.857886
781.9801646,2023.261405,1647.347424
787.787573,2023.261405,1659.581519
789.0500531,2023.922277,1662.241105
791.5750133,2022.600532,1667.560276
792.3325013,2022.930968,1669.156028
795.3624535,2022.930968,1675.539033
797.6349177,2022.600532,1680.326288
794.3524695,2022.930968,1673.411365
794.3524695,2022.270096,1673.411365
790.5650292,2019.626605,1665.432608
790.0600372,2020.617914,1664.368773
788.5450611,2018.635296,1661.17727
788.5450611,2017.313551,1661.17727
788.5450611,2018.965733,1661.17727
793.5949814,2017.974424,1671.815613
796.8774296,2019.296169,1678.730536
792.3325013,2015.991806,1669.156028
794.3524695,2019.957042,1673.411365
793.8474774,2017.974424,1672.347531
792.5849973,2017.313551,1669.687945
792.0800053,2018.30486,1668.62411
792.0800053,2016.652679,1668.62411
791.0700212,2015.000497,1666.496442
790.0600372,2015.330934,1664.368773
790.0600372,2016.652679,1664.368773
789.3025491,2015.66137,1662.773022
789.3025491,2017.974424,1662.773022
791.0700212,2015.000497,1666.496442
792.3325013,2015.000497,1669.156028
792.3325013,2015.330934,1669.156028
794.3524695,2014.670061,1673.411365
796.1199416,2013.01788,1677.134785
820.3595592,2014.009188,1728.198832
827.4294477,2013.348316,1743.092512
829.1969198,2002.443918,1746.815932
839.5492565,1969.069853,1768.624535
863.0313861,1965.435054,1818.092831
867.8288104,1988.89603,1828.199257
878.9386352,2006.409154,1851.603611
895.8558683,2011.365698,1887.242061
902.4207647,2011.035262,1901.071907
906.965693,2013.348316,1910.646415
907.4706851,2011.696134,1911.71025
907.9756771,2011.365698,1912.774084
