23854,23857,23858,23859,23861,23900,23901,23902,23903,24341,25047,25052,25970,26292,26569,26570,26833,26871,27690,27913,27914,27915,27917,27918,27919,27920,27921,27922,27939,28211,28470,28471,28501,28502,28509,28601,28636,28652,28662,28663
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
